"種別","場所","内容","日付","受信日時","メール本文"
"発生","東区和白東１丁目","わいせつ事案","１月２９日午前０時ころ","2016-01-29 08:52:41","　１月２９日午前０時ころ、東区和白東１丁目付近で、女性が見知らぬ男から後方から押し倒されて体を触られる事案が発生しました。男は身長１７５センチメートル位、黒髪、黒色上衣、黒色長ズボンを着用し、走って逃走しています。●時々後ろを振り返って警戒していることをアピールする。●夜間の一人歩きは避ける。●危険を感じたら大声を出し１１０番通報するなどしましょう。

配信者：東警察署
お問い合わせ・情報提供先
092-643-0110
"
"発生","南区高宮１丁目","公然わいせつ事案","１月２８日午後８時ころ","2016-01-29 09:01:46","１月２８日午後８時ころ、南区高宮１丁目付近で、男が、通行中の女性に、下半身を見せるという事案が発生しました。犯人は、年齢３０～４０歳位、身長１７０センチ位、中肉、白色マスク着用の男でした。●不審者を見たら大声を出して逃げる。●防犯ブザーを活用するなどしましょう。

配信者：南警察署
お問い合わせ・情報提供先
092-542-0110
"
"発生","遠賀町松","強盗事件","１月２９日午前３時３０分ころ","2016-01-29 09:10:54","　１月２９日午前３時３０分ころ、遠賀町松の本六丁目付近で、刃物を使用した強盗事件が発生しました。
　犯人は、年齢２５歳から３０歳位、身長１７０センチ位、灰色のニット帽、白色マスク、黒色ジャンパー、灰色Ｇパンを着用しています。
　目撃情報等があれば情報提供をお願いします。

配信者：折尾警察署
お問い合わせ・情報提供先
093-691-0110
"
"発生","若松区赤島町","つきまとい事案","１月２９日午前７時００分ころ","2016-01-29 09:13:53","１月２９日午前７時００分ころ、若松区赤島町付近において、通学中の女子学生が見知らぬ男からつきまとわれる事案が発生しました。男は年齢５０から６０歳位で、銀色メガネ、黒色パーカー、黒色ズボン、黒色スニーカーを着用しています。●見知らぬ人にはついていかない。●危険を感じたら大声を出す。●防犯ブザーを活用しましょう。

配信者：若松警察署
お問い合わせ・情報提供先
093-771-0110
"
"発生","飯塚市","ニセ電話詐欺事件","１月２８日","2016-01-29 10:51:33","１月２８日、飯塚市で還付金詐欺事件が発生しました。女性宅に市役所職員をかたる男から「保険の払戻しがあります。詳しくは社会保険所に電話をしてください。」等と電話があり、教えられた電話番号に電話すると、社会保険事務所職員をかたる男から「保険の払戻しを受け取るため、キャッシュカードを持ってＡＴＭに行ってください。」等と言われ、指示通りにＡＴＭ機を操作したところ、他人の口座に現金を振り込み、だまし取られました。●ＡＴＭ機を操作してお金が戻ってくることはありません。●電話でお金はすべて詐欺！すぐに相談・１１０番！

配信者：福岡県警察本部生活安全総務課
お問い合わせ・情報提供先
092-641-4141
"
"発生","久留米市通東町","痴漢","１月２９日午前１時ころ","2016-01-29 13:53:39","　１月２９日午前１時ころ、久留米市通東町付近の路上で、帰宅中の女性が見知らぬ男から身体を触られる事案が発生しました。犯人は、中肉体型、黒色ダウンジャケット（フードを被っている）、灰色ズボン着用で、自転車（灰色）に乗車しています。●深夜の一人歩きは避ける●被害に遭ったら大声を出して周囲に助けを求め、１１０番通報をする●時々、後ろを振り返るなどして、警戒していることをアピールする●防犯ブザー等を活用するなどしましょう。

配信者：久留米警察署
お問い合わせ・情報提供先
0942-38-0110
"
"発生","１０日","不審電話","１月７日","2016-01-29 16:42:25","　１月７日から１０日にかけて、女性宅に、先物取引と名乗る男から、「おめでとうございます。貴方は選ばれました。金を買いませんか。」と連絡があった後、警察官と名乗る男から電話があり、「その会社は、オリンピックの金メダルを作っている凄く有名な会社で、そこから金を買えるなんて羨ましい」等のやり取りがあっています。●警察官がこのような話をすることはありません。●相手の身分や連絡先を確認し自分の個人情報は他人に教えないようにする。●ほんの少しでも「変だな」と思ったら電話を切りましょう。

配信者：小郡警察署
お問い合わせ・情報提供先
0942-73-0110
"
"発生","八幡東区白川町","暴行","１月２９日午前０時ころ","2016-01-29 19:52:20","１月２９日午前０時ころ、八幡東区白川町付近で、通行中の女性が男から口や目を塞がれる暴行事案が発生しました。犯人は２０歳代、身長１８０センチ位、やせ型、黒髪短髪、黒地に赤色系の模様が入ったスウェット着用し、徒歩で逃走しています。●スマートフォンなどを使いながら歩かない。●危険を感じたら大声を出すなどしましょう。●防犯ブザーを活用しましょう。

配信者：八幡東警察署
お問い合わせ・情報提供先
093-662-0110
"
"発生","飯塚市伊岐須","公然わいせつ事案","平成２８年１月３０日午前９時ころ","2016-01-30 13:20:34","平成２８年１月３０日午前９時ころ、飯塚市伊岐須付近で、男が中学生に下半身を見せるという事案が発生しました。犯人は、年齢３０歳代、身長１６５～１７０センチ位、灰色作業着上下、黒色ニット帽を着用し、黒っぽい車両を使用していました。●危険を感じたら大声を出す。●防犯ブザー等を活用するなどしましょう。

配信者：飯塚警察署
お問い合わせ・情報提供先
0948-21-0110
"
"発生","古賀市花見東４丁目","声かけ事案","１月３０日午後２時３０分ころ","2016-01-30 16:52:06","　１月３０日午後２時３０分ころ、古賀市花見東４丁目付近で、小学生女児が、見知らぬ男から「お菓子をあげるから、手伝って」と声を掛けられる事案が発生しました。男は、年齢２０代後半～３０代後半、やせ型、茶色パーマ髪、黒色ジャージ上下を着用しています。●不審者を見たら近寄らない。●危険を感じたら大声で助けを呼ぶ。●防犯ブザーを活用するなどしましょう。

配信者：粕屋警察署
お問い合わせ・情報提供先
092-939-0110
"
"発生","博多区浦田一丁目","公然わいせつ事案","１月３０日午後３時ころ","2016-01-30 18:51:39","１月３０日午後３時ころ、博多区浦田一丁目で男が女性に下半身を見せる事案が発生しました。犯人は、年齢２０～３０歳位、身長１７０センチメートル位、黒色パーカー、白色マスクを着用した男で、走って逃走しています。被害に遭わないためにも●不審者を見たら大声を出す。●すぐに１１０番通報する。●防犯ブザーを活用するなどしましょう。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110
"
"発生","久留米市藤山町","声掛け事案","１月２９日午後５時ころ","2016-01-31 09:33:28","１月２９日午後５時ころ、久留米市藤山町付近で、帰宅中の女性が、車に乗り上半身裸でブラジャーを付けた男から「○○高校はどこですか」と声を掛けられる事案が発生しました。男は、年齢３０歳から４０歳くらい、短髪、上半身は裸にブラジャーを付け、黒っぽい車に乗っていました。●不審者を見たら大声を出し、すぐに１１０番通報する。●周囲を警戒しながら歩く。●防犯ブザー等を活用するなどしましょう。

配信者：久留米警察署
お問い合わせ・情報提供先
0942-38-0110
"
"発生","大牟田市内","大牟田市で猿が出没","１月２８日","2016-01-31 09:44:29","１月２８日から大牟田市内で猿が出没してます。本日午前９時ころにも沖田町付近で猿が目撃されています。●猿は体長約５０センチメートルの成獣です。●発見の際には近づいたり、挑発したりすると危険ですので、すぐに通報してください。

配信者：大牟田警察署
お問い合わせ・情報提供先
0944-43-0110
"
"発生","大野城市旭ヶ丘２丁目","公然わいせつ事案","１月３１日午後１１時２０分ころ","2016-02-01 08:16:36","１月３１日午後１１時２０分ころ、大野城市旭ヶ丘２丁目において、男が下半身を見せるという事案が発生しました。犯人は、身長１８０センチメートル位、中肉、白色マスク、黒色上着を着用しています。●防犯ブザーを活用する。●身に危険を感じたら、大きな声で助けを求め、すぐに１１０番通報しましょう。

配信者：春日警察署
お問い合わせ・情報提供先
092-580-0110
"
"発生","美鈴が丘５丁目","声かけ事案","２月１日午後２時４２分ころ","2016-02-01 17:31:19","２月１日午後２時４２分ころ、美鈴が丘５丁目の路上で、帰宅中の女子高生が、見知らぬ男から卑わいな言葉をかけられる事案が発生しました。男は、年齢２０～２５歳位、シルバー色自転車に乗車しており、黒っぽい上衣に灰色スウェットズボンの服装をしています。●不審者を見たり、危険を感じたら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：小郡警察署
お問い合わせ・情報提供先
0942-73-0110
"
"発生","東区香椎２丁目","公然わいせつ事案","２月１日午後１１時ころ","2016-02-02 08:01:13","２月１日午後１１時ころ、東区香椎２丁目の路上で、男が女性に下半身を見せる事案が発生しました。犯人は、年齢３０～４０歳位、身長１６０センチ位、オレンジ色ニット帽、黒っぽい上着を着用しています。●不審者を見かけたら大声を出す●防犯ブザー等を活用する●すぐに１１０番通報をするなどしましょう。

配信者：東警察署
お問い合わせ・情報提供先
092-643-0110
"
"発生","筑前町","わいせつ事案","２月１日午後９時ころ","2016-02-02 13:25:56","　２月１日午後９時ころ、筑前町の路上で帰宅中の女性が、後方から接近して来た見知らぬ男から抱きつかれ、体を触られるという事案が発生しました。犯人の男は年齢２０代前半くらい、身長１６５センチメートルくらい、やせ型、黒色ニット帽、紺色パーカー、灰色スウェットズボンを着用しています。●人通りの多い道を通る。●危険を感じたら大声を出す。●防犯ブザー等を活用するなどしましょう。

配信者：朝倉警察署
お問い合わせ・情報提供先
0946-22-0110
"
"発生","早良区四箇田団地","つきまとい事案","２月２日午後３時ころ","2016-02-02 19:49:26","２月２日午後３時ころ、早良区四箇田団地付近で、女子中学生が見知らぬ男からつきまとわれる事案が発生しました。男は、年齢２０～３０歳位、身長１７０ｃｍ位、やせ型、黒色短髪のくせ毛、一重まぶた、茶色上衣、ベージュ色ズボンを着用し、青と黒のショルダーバッグを所持しており、自転車で逃走しています。●帰宅時は周囲に注意を払ってください。●不審者を見たら、大声を出しましょう。●防犯ブザーを活用しましょう。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110
"
"発生","小倉南区","不審電話","２月３日午前１１時頃から午後０時頃までの間","2016-02-03 16:22:05","　２月３日午前１１時頃から午後０時頃までの間、小倉南区居住の高齢者方に、銀行員や区役所職員を騙った者から、「昨年の還付金があります」「近くのＡＴＭに行ってください」等言われる不審な電話が連続して発生しています。●お金の要求がある電話は、必ず誰かに相談しましょう。●在宅時でも留守番電話設定にしておきましょう。●ストップ！ニセ電話詐欺！電話で「お金」は、すぐ相談！

配信者：小倉南警察署
お問い合わせ・情報提供先
093-923-0110
"
"発生","八幡東区宮田町","公然わいせつ事案","２月３日正午ころ","2016-02-03 17:24:33","２月３日正午ころ、八幡東区宮田町付近において、男が女性に下半身を見せるという事案が発生しました。男の特徴は年齢２０～４０歳代の男、身長１７５センチ位、黒色の長髪、紺色ジャージ上下、透明のビニール傘を所持していました。●不審者を見たら大声を出す●防犯ブザーを活用するなどしましょう。

配信者：八幡東警察署
お問い合わせ・情報提供先
093-662-0110
"
"発生","南区","ニセ電話詐欺未遂","１月２７日ころ","2016-02-04 13:59:07","１月２７日ころ、南区の被害者宅に、市役所の保険係を名乗る男から「保険料の払戻金があるので返還する」旨の電話があり、スーパーに併設されているＡＴＭへ誘導され、携帯電話を通じてＡＴＭの操作を指示され、相手の口座に振り込ませようとする事案が発生しました。●ＡＴＭでの還付金は絶対にありません。●怪しいと思ったら振り込む前に、警察や周囲の人に相談してください。●身近なご高齢の方などに「詐欺に気をつけて」等の呼びかけをお願いします。●携帯電話を使用しながらＡＴＭを操作している人を見かけたら声かけをお願いします。

配信者：南警察署
お問い合わせ・情報提供先
092-542-0110
"
"発生","豊前市","ニセ電話詐欺事件","２月３日午後０時ころ","2016-02-05 09:24:26","２月３日午後０時ころ、豊前市の女性宅に、市役所の職員を名乗る男から電話があり「医療費の還付金が３万円程度あります。あなたが持っている口座で還付手続きが出来るので担当者に電話をさせます。」と言われ電話を切った。数分後、銀行員を名乗る男から電話があり、携帯電話番号を聞き出されたうえ、指定されたＡＴＭに行くように指示を受け、女性が銀行員を名乗る男から指示を受けながらＡＴＭを操作したところ、現金６９万円を振り込み、騙し取られる詐欺事件が発生しました。●ＡＴＭを操作してお金が戻ってくることはありません。●電話でお金は全て詐欺です。

配信者：豊前警察署
お問い合わせ・情報提供先
0979-82-0110
"
"発生","大牟田市不知火町","痴漢事案","２月４日（木）午前１０時ころ","2016-02-05 11:28:59","２月４日（木）午前１０時ころ、大牟田市不知火町で車から荷物を取り出し中の女性が背後から男に抱きつかれる事件が発生しました。●犯人は年齢不詳、灰色上下スウェット着用●危険を感じたら大声を出す。●防犯ブザーを活用する。●被害に遭った場合は迅速な１１０番通報をお願いします。

配信者：大牟田警察署
お問い合わせ・情報提供先
0944-43-0110
"
"発生","太宰府市","ニセ電話詐欺未遂事件","２月５日午前８時５０分ころ","2016-02-05 13:13:22","　２月５日午前８時５０分ころ、太宰府市の女性宅の固定電話に太宰府市役所職員を装う男から「医療費の還付金があります」等の電話がありました。また、同日午前９時３０分ころ、同じ手口で別の女性宅にも電話があり、現金を騙し取られそうになる詐欺未遂事件が発生しました。●還付金をＡＴＭで返還することは絶対ありません。●慌てずに、家族や知人に相談しましょう。●電話で「お金」はすべて詐欺！

配信者：筑紫野警察署
お問い合わせ・情報提供先
092-929-0110
"
"発生","早良区梅林６丁目","公然わいせつ事案","２月５日午後６時ころ","2016-02-05 19:47:02","２月５日午後６時ころ、早良区梅林６丁目付近で、男が女性に下半身を露出する事案が発生しました。犯人は、年齢３０～４０歳位、ボサボサの頭髪で、灰色の軽四輪自動車で逃走しています。●不審者を見たら、大声を出しましょう。●防犯ブザーを活用しましょう。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110
"
"発生","東区香椎３丁目","公然わいせつ事案","２月５日午後８時ころ","2016-02-06 08:42:23","　２月５日午後８時ころ、東区香椎３丁目付近で、男が徒歩通行中の女性に対して下半身を見せる事案が発生しました。犯人は、身長１６０～１７０ｃｍくらい、年齢３０歳代くらい、やせ型、黒髪、黒縁眼鏡、青色フード付きパーカー、ジーパンを着用した男です。●危険を感じたら大声を出し、すぐに１１０番通報する。●暗い場所、人通りの少ない場所の一人歩きは避ける。●防犯ブザーを活用するなどしましょう。

配信者：東警察署
お問い合わせ・情報提供先
092-643-0110
"
"発生","新宮町中央駅前１丁目","のぞき事案","２月５日午後８時５０分ころ","2016-02-06 09:02:04","２月５日午後８時５０分ころ、新宮町中央駅前１丁目の店舗女子トイレで、男からのぞかれる事案が発生しました。犯人は、黒髪、面長の男です。●不審者を見たら近寄らない。●危険を感じたら大声で助けを呼ぶ。●防犯ブザーを活用するなどしましょう。

配信者：粕屋警察署
お問い合わせ・情報提供先
092-939-0110
"
"発生","小倉南区中曽根東三丁目","強制わいせつ","２月６日午後７時００分ころ","2016-02-07 09:37:55","　２月６日午後７時００分ころ、小倉南区中曽根東三丁目付近で、公園で遊んでいた男児が、見知らぬ男から体を触られる事件が発生しました。犯人は、年齢１５歳から２０歳位の男、身長１７０センチメートル位、中肉、上下赤色っぽい服装をしています。●見知らぬ男にはついていかない。●危険を感じたら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：小倉南警察署
お問い合わせ・情報提供先
093-923-0110
"
"発生","須惠町大字植木","痴漢","２月７日午後２時３０分ころ","2016-02-07 20:01:58","２月７日午後２時３０分ころ、須惠町大字植木付近で、通行中の女性が男から体を触られる事件が発生しました。犯人は、年齢３５歳くらい、茶色のフードがついた黒色ダウン、紺色ジーンズ、灰色の軽快自転車に乗車した男です。●不審者を見たら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：粕屋警察署
お問い合わせ・情報提供先
092-939-0110
"
"発生","春日市春日原北町５丁目","声かけ事案","２月７日午前１１時ころ","2016-02-08 09:03:28","２月７日午前１１時ころ、春日市春日原北町５丁目付近で、女子中学生が見知らぬ男から「今日の夜あいてる」などと声をかけられる事案が発生しました。男は、年齢５０歳後半位、身長１６５センチ位、中肉、白髪混じりの黒髪で紺色のウインドブレーカーのようなジャージ上下を着用しています。●危険を感じたら大声を出す。●見知らぬ人にはついていかない。●防犯ブザーを活用するなどしましょう。

配信者：春日警察署
お問い合わせ・情報提供先
092-580-0110
"
"発生","博多区美野島二丁目","ひったくり","２月８日午前０時ころ","2016-02-08 09:40:41","２月８日午前０時ころ、博多区美野島二丁目で、徒歩で通行中の女性がバッグをひったくられる事件が発生しました。犯人は男性で、年齢２０歳くらい、身長１７０～１７５センチくらい、中肉、白色か灰色のスエット上衣、黒っぽいスエット下衣、黒色ニット帽子、マスクを着用していました。被害に遭わないためにも、●人通りの少ない道は避ける●後方にも気を配る●バッグは車道と反対側に持つなどしましょう。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110
"
"発生","八幡西区","詐欺未遂被疑者を現行犯逮捕","２月３日午後０時４０分ころから同日午後６時２１分ころまでの間","2016-02-08 19:24:09","　２月３日午後０時４０分ころから同日午後６時２１分ころまでの間、八幡西区居住の女性に対し、女性の親族になりすました犯人が、女性の自宅や携帯電話に電話をかけ、「会社のお金の入ったバッグを置き忘れた」「５００万円何とかならないか」などと嘘を言い、５００万円を騙し取ろうとしましたが、女性が警察に通報したことから、警戒中の警察官が犯人の男を逮捕することができました。●不審な電話等があったときは家族や警察に相談しましょう。

配信者：折尾警察署
お問い合わせ・情報提供先
093-691-0110
"
"発生","早良区重留５丁目","公然わいせつ事案","２月８日午前９時ころ","2016-02-09 09:04:33","２月８日午前９時ころ、早良区重留５丁目付近で、男が女性に下半身を露出する事案が発生しました。犯人は、年齢３０～３５歳位の男、身長１７０センチ位、やせ型、５センチ位の長さの黒髪で、青色トレーナー、黒色ズボンを着用しています。●不審者を見たら、大声を出しましょう。●防犯ブザーを活用しましょう。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110
"
"発生","小倉南区志井","声かけ事案","２月８日午後５時ころ","2016-02-09 09:12:38","　２月８日午後５時ころ、小倉南区志井付近の路上で、自転車通行中の高校生が見知らぬ男から前カゴを掴まれ、声をかけられる事案が発生しました。男は、年齢２０歳代、身長１６５センチメートル位、黒髪、灰色パーカー、色不明長ズボンの服装で、茶色ビニール袋を所持しています。●不審者を見たら警察に通報する。●危険を感じたら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：小倉南警察署
お問い合わせ・情報提供先
093-923-0110
"
"発生","早良区飯倉７丁目","声かけ事案","２月８日午後４時ころ","2016-02-09 09:14:31","２月８日午後４時ころ、早良区飯倉７丁目の路上で、小学生男児が見知らぬ男から「お茶飲みに行かない」と声をかけられる事案が発生しました。男は、年齢４０歳代、身長１７０センチ位、やせ型で、サングラス、白色マスク、青色上衣、黒色ズボンを着用していました。●見知らぬ人にはついていかないようにしましょう。●危険を感じたら、大声を出しましょう。●防犯ブザーを活用しましょう。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110
"
"発生","城南区七隈７丁目","つきまとい事案","２月８日午後６時ころ","2016-02-09 09:39:11","２月８日午後６時ころ、城南区七隈７丁目付近で、小学生男児が見知らぬ男からつきまとわれる事案が発生しました。男は、年齢２０代前半、身長１７０センチ位で、帽子、黒色上衣を着用し、青色バッグを所持しています。●帰宅時は周囲に注意を払ってください。●不審者を見たら、大声を出しましょう。●防犯ブザーを活用しましょう。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110
"
"発生","早良区高取１丁目","公然わいせつ事案","２月８日午後１１時ころ","2016-02-09 09:45:13","２月８日午後１１時ころ、早良区高取１丁目付近で、男が女性に下半身を露出する事案が発生しました。犯人は、年齢４０歳代の男、身長１７０センチ位、中肉で、ニット帽、黒色ダウンジャケット、ズボンを着用し、徒歩で逃走しています。●不審者を見たら、大声を出しましょう。●防犯ブザーを活用しましょう。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110
"
"発生","警察官","ニセ電話詐欺事件","２月５日","2016-02-09 15:06:30","２月５日、警察官をかたる男から通帳残高と暗証番号を聞き出され、その後通帳やキャッシュカードをだまし取られ、現金を引き出される被害が発生しています。●警察が電話で現金や通帳を要求することはありません。●このような電話があった場合は、相手の名前や所属する警察署名を聞いて、１１０番通報をして下さい。

配信者：福岡県警察本部生活安全総務課
お問い合わせ・情報提供先
092-641-4141
"
"発生","小倉北区室町三丁目","声かけ事案","２月８日午前７時ころ","2016-02-09 15:42:53","２月８日午前７時ころ、小倉北区室町三丁目付近で、通学中の女子高校生が、見知らぬ男から「この前話した人だよね。何処行くの。」などと声をかけられる事案が発生しました。男は、年齢２０～３０歳代、身長１６５～１７０センチくらい、黒っぽい服装、ニット帽子を着用し、自転車で逃走しています。●不審者を見たら警察に通報する。●防犯ブザーを活用するなどしましょう。

配信者：小倉北警察署
お問い合わせ・情報提供先
093-583-0110
"
"発生","岡垣町野間","痴漢","２月９日午前８時ころ","2016-02-09 17:00:08","　２月９日午前８時ころ、岡垣町野間付近で、通行中の女子学生が、男から体を触られる事案が発生しました。犯人は身長１７０センチメートルくらい、４０代後半、赤色と青色のウィンドブレーカー、黒色のズボンを着用しています。●危険を感じたら大声を出す●防犯ブザーを活用するなどしましょう。

配信者：折尾警察署
お問い合わせ・情報提供先
093-691-0110
"
"発生","南区弥永","声かけ等２件","２月８日午後５時ころ","2016-02-09 18:19:46","２月８日午後５時ころ、南区弥永付近で、男が、帰宅中の小学生女児に対して、つきまとう事案が発生し、また、別の女児に対して、声かけをする事案が発生しました。男は、年齢２０代くらい、身長１７０センチくらい、中肉、黒色上衣、茶色チノパン、赤色スニーカー、黒色眼鏡、黒色ショルダーバッグを所持しており、徒歩でいずれかに立ち去っています。●不審者を見たら大声を出して逃げる。●防犯ブザーを活用する。●犯人の特徴をできるだけ覚えて、すぐに１１０番通報をお願いします。

配信者：南警察署
お問い合わせ・情報提供先
092-542-0110
"
"発生","小倉南区","ニセ電話詐欺事件","平成２８年２月９日午前１０時ころ","2016-02-10 08:40:16","　平成２８年２月９日午前１０時ころ、小倉南区の男性宅に、北九州市役所の職員を装う男から電話があり、「保険料の払い戻しがあります。」「スーパーの銀行ATM機で還付金の手続きをします。」などと言葉巧みに誘われ、ATMで現金約２００万円を振り込み、だまし取られる詐欺事件が発生しました。●ATMを操作してお金が戻ってくることは絶対にありません。●身近なご高齢の方などに「詐欺に気をつけて」等の呼びかけをお願いします。

配信者：小倉南警察署
お問い合わせ・情報提供先
093-923-0110
"
"発生","小倉北区","声かけ事案解決","２月９日","2016-02-10 17:48:19","２月９日にお知らせしました、小倉北区で発生した声かけ事案については、行為者を特定し、解決しました。ご協力ありがとうございました。

配信者：小倉北警察署
お問い合わせ・情報提供先
093-583-0110
"
"発生","小倉北区大畠１丁目","痴漢事案","２月１１日午前５時ころ","2016-02-11 10:03:18","２月１１日午前５時ころ、小倉北区大畠１丁目で、通行人が犯人から抱きつかれ、突き飛ばされるなどの事案が発生しました。犯人は、年齢２０～３０歳位、身長１６５～１７０センチ位、黒色野球帽、黒色ジャージ上下、細身の男です。被害に遭わないために、●周囲を警戒していることをアピールする。●危険を感じたら大声を出す。●夜間は、明るく人通りの多い道路を通るなどしましょう。

配信者：小倉北警察署
お問い合わせ・情報提供先
093-583-0110
"
