"種別","場所","内容","日付","受信日時","メール本文"
"発生","八幡西区","ニセ電話詐欺事件","平成２６年１２月下旬","2015-01-11 12:21:34","平成２６年１２月下旬、八幡西区の女性にＡ社を名乗る男から電話があり「あなたにはＢ社からダイヤを安く購入する権利がある。当社には権利がないので名義を貸してほしい」等と言われ、女性が了承したところ、再度男から「今日代金を支払えなくなった。後日準備するのでＢ社に連絡してほしい」と電話で言われ、Ｂ社に連絡したところ「今日中に手付金を支払ってくれ」と言われ、Ｂ社が指定した住所に立替金の２００万円を宅配便で送り、だまし取られる事件が発生しています。●ストップ！ニセ電話詐欺！電話で「お金」はすぐ相談！

配信者：福岡県警察本部生活安全総務課
お問い合わせ・情報提供先
092-641-4141

"
"発生","博多区東比恵２丁目","わいせつ事案","１月１１日午前７時３０分ころ","2015-01-11 12:41:10","１月１１日午前７時３０分ころ、博多区東比恵２丁目で、徒歩で通行中の女性が、徒歩で近づいてきた男から体を触られる事案が発生しました。犯人は、年齢２０～５０歳位、身長１８０センチ位、細身、黒色フード付きジャンパー、灰色ズボン、茶色ブーツを着用しています。被害に遭わないためにも●不審者を見たら大声を出す。●すぐに１１０番通報する。●防犯ブザーを活用するなどしましょう。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110

"
"発生","城南区","ニセ電話詐欺容疑事案","１月１３日午前１０時ころ","2015-01-13 16:10:25","１月１３日午前１０時ころ、城南区の女性方に警察官を名乗る男性から「オレオレ詐欺の犯人を捕まえたら、あなたの通帳が出てきた。銀行組合から連絡があるので対応してほしい。」と電話があり、その後、銀行組合を名乗る男性から「被害について確認するので口座等を教えてほしい。」等と質問され、住居地、氏名、生年月日、預金口座等について聴取されるという事案が発生しました。●不安を感じたら警察や家族に相談しましょう。●身近なご高齢の方などに「詐欺に気をつけて」等の呼びかけをお願いします。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110

"
"発生","博多区東公園","公然わいせつ事案","１月１３日午後９時ころ","2015-01-14 10:12:16","１月１３日午後９時ころ、博多区東公園付近で、男が下半身を露出する事案が発生しました。犯人は、年齢３０歳くらい、身長１６０センチくらい、小柄、黒色短髪、メガネ無し、えんじ色パーカーを着用していました。被害に遭わないためにも●不審者を見たら大声を出す。●すぐに１１０番通報する●防犯ブザーを活用するなどしましょう。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110

"
"発生","東区青葉２丁目","公然わいせつ事案","１月１６日午後７時３０分ごろ","2015-01-17 08:23:04","　１月１６日午後７時３０分ごろ、東区青葉２丁目で、男が通行中の女性に下半身を見せるという事案が発生しました。犯人は、身長１７０センチ位、痩せ型、色不明のパーカー、紺色ジーパンを着用し、徒歩で逃走しています。●防犯ブザーを活用する●危険を感じたら大声で助けを求め、すぐに１１０番通報しましょう。

配信者：東警察署
お問い合わせ・情報提供先
092-643-0110

"
"発生","八幡東区","不審な電話","平成２７年１月１６日","2015-01-17 10:00:00","平成２７年１月１６日、八幡東区で県警を名乗る男等から「詐欺グループの摘発を行っていてあなたの通帳を見つけた」「あなたの口座が危ない」「お金を引き出しておくように」「以前に詐欺の被害に遭っていないか」「後で銀行協会の者から連絡させる」等という不審な電話が合計１３件発生しています。●このような電話はすべてニセ電話詐欺です。すぐに１１０番通報してください。

配信者：福岡県警察本部生活安全総務課
お問い合わせ・情報提供先
092-641-4141

"
"発生","中央区浄水通","公然わいせつ事案","１月１７日午後２時ころ","2015-01-18 08:57:12","１月１７日午後２時ころ、中央区浄水通付近で、下半身を露出した男が目撃されています。男は、年齢２０歳位、身長１７０センチメートル位、やせ型、茶髪混じりの黒髪、チェック柄マフラー、紺色ダッフルコート、ジーンズを着用していました。●危険を感じたら大声を出し助けを求めたり、近くの店舗等に避難しましょう。●不審者を目撃した際は、できるだけ特徴を記憶して、すぐに１１０番してください。

配信者：中央警察署
お問い合わせ・情報提供先
092-734-0110

"
"発生","南区井尻２丁目","痴漢事案","１月１８日午後１１時００分ころ","2015-01-19 08:56:05","１月１８日午後１１時００分ころ、南区井尻２丁目付近で、若い男が女性の身体を触って逃げるという事案が発生しました。犯人は、身長１６０センチメートル位、中肉、黒色パーカー、黒色ズボン、マスクを着用した男でした。●夜間はなるべく明るく、人通りの多い道を選んで通る。●不審者を見て危険を感じたら大声を出したり防犯ブザーを活用したりして逃げる。●犯人の特徴をできるだけ記憶し、すぐに１１０番通報して下さい。

配信者：南警察署
お問い合わせ・情報提供先
092-542-0110

"
"発生","博多区","ニセ電話詐欺事件","１月１６日午後４時ころ","2015-01-19 15:16:36","１月１６日午後４時ころ、博多区の女性の携帯電話に「有料動画サイトの入金について。お金を支払わなければ裁判になる」などと書かれたメールが届き、指定された電話番号に連絡したところ、「退会手数料として現金を振り込んで欲しい」などと言葉巧みに誘われ、現金２５万円をだまし取られる詐欺事件が発生しました。●ストップ！ニセ電話！電話で「お金」はすぐ相談！

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110

"
"発生","中央区内","不審な電話","１月１９日午後１時ころ","2015-01-19 19:02:30","　１月１９日午後１時ころ、中央区内の女性宅に区役所の職員を名乗る男から「還付金があります。口座をお持ちですか。」などと聞かれ、銀行の口座を持っていることを伝えると「手続きをしますので、キャッシュカードを持ってコンビニへ行ってください。そこで電話をしてください。」などと言われています。これは現金をだまし取ることを狙ったニセ電話詐欺です。●公的機関が電話で個人の口座の開設状況を聞いてくることはありません。●不審な電話がかかってきたら、すぐに１１０番をお願いします。

配信者：中央警察署
お問い合わせ・情報提供先
092-734-0110

"
"発生","博多区比恵町","公然わいせつ事案","１月２０日午後１１時ころ","2015-01-21 10:10:11","１月２０日午後１１時ころ、博多区比恵町で、男が女性に下半身を見せる事案が発生しました。犯人は、年齢３０歳位、黒髪、黒色スーツを着用し、自転車に乗車していました。●不審者を見たら大声を出す。●すぐに１１０番通報する。●防犯ブザーを活用するなどしましょう。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110

"
"発生","博多区住吉３丁目","公然わいせつ事案","１月２１日午前１時ころ","2015-01-21 10:18:44","１月２１日午前１時ころ、博多区住吉３丁目で、女性に対し男が下半身をみせる事案が発生しました。犯人の特徴は、年齢２０歳代から３０歳代、身長１７０センチくらい、やせ型、黒色ニット帽、白マスクを着用の男です。被害に遭わないためにも●不審者を見たら大声を出す。●すぐに１１０番通報する。●防犯ブザーを活用するなどしましょう。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110

"
"発生","博多区下呉服町","公然わいせつ事案","１月２１日午前２時ころ","2015-01-21 10:38:31","１月２１日午前２時ころ、博多区下呉服町で、通行中の女性に男が下半身を見せる事案が発生しました。犯人の特徴は、年齢２０代、身長１７０センチくらい、やせ型、黒色パーカー、白色マスク着用の男です。被害に遭わないためにも●不審者を見たら大声を出す。●すぐに１１０番通報する。●防犯ブザーを活用するなどしましょう。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110

"
"発生","中央区内","不審な電話","１月２１日午前１０時ころ","2015-01-21 16:40:40","　１月２１日午前１０時ころ、中央区内の女性宅に区役所の職員を名乗る男から電話があり「過払金があります。どこか口座をお持ちでしょうか」などと聞かれ、一旦電話が切れた後、さらに、コールセンターを名乗る別の男からの電話で「キャッシュカードを持って、ショッピングセンターのＡＴＭに行き、そこから電話をして下さい」と言われています。これは現金をだまし取ることを狙ったニセ電話詐欺です●同様の事例がほかにも発生しています●公的機関が電話で個人開設の金融機関名を聞いてくることはありません。

配信者：中央警察署
お問い合わせ・情報提供先
092-734-0110

"
"発生","博多区竹下５丁目","公然わいせつ事案","１月２２日午後１０時ころ","2015-01-23 08:59:38","１月２２日午後１０時ころ、博多区竹下５丁目で、女性に対し、男が下半身を見せる事案が発生しました。犯人は、年齢３０～４０歳、身長１７０～１８０センチ、黒髪、黒色上衣、黒色ズボン、眼鏡を着用していました。被害に遭わないためにも●不審者を見たら大声を出す。●すぐに１１０番通報する。●防犯ブザーを活用するなどしましょう。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110

"
"発生","田川郡","ニセ電話詐欺事件","平成２６年１１月から１２月","2015-01-23 18:50:28","平成２６年１１月から１２月にかけて、田川郡の女性に、医療機関、証券取引委員会、金融庁を名乗る複数の男から次々と電話があり「ネットバンキングであなたの名前でお金が振り込まれている。クーリングオフをするためにお金を送ってもらう必要がある」等と言われ、８回に亘って、犯人が指定した住所に宅配便で送ったり、口座に振り込んだりして、合計２，０４０万円をだまし取られる事件が発生しています。●ストップ！ニセ電話詐欺！電話で「お金」は、すぐ相談！

配信者：福岡県警察本部生活安全総務課
お問い合わせ・情報提供先
092-641-4141

"
"発生","早良区昭代２丁目","つきまとい事案","１月２４日午後７時ころ","2015-01-24 20:12:13","１月２４日午後７時ころ、早良区昭代２丁目付近で、男が女子中学生につきまとう事案が発生しました。犯人は年齢３０歳位、身長１７０センチメートル位、痩せ型、眼鏡あり、濃い茶色のフード付上着、全体的に黒っぽい服装を着用し、西方向へ逃走しています。●危険を感じたら、大声を出しましょう。●防犯ブザーを活用しましょう。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110

"
"発生","若松区","ニセ電話詐欺事件","平成２６年９月ころ","2015-01-27 10:51:54","平成２６年９月ころ、若松区の女性に様々な機関を名乗る複数の男から次々と電話があり「インターネット上であなたの名前が登録され悪用されるので取り消す」「１件だけ消せなかった」「名義は別人名義に変更する」等と言われ、その後「あなたのお金が不正でないことを証明するためにお金を引き出し、金融庁に預けてほしい」等と言われ、現金を犯人に手渡したほか、通帳を犯人に手渡し、その通帳に振り込む等して、合計１億１，０００万円をだまし取られる事件が発生しています。●ストップ！ニセ電話詐欺！電話で「お金」は、すぐ相談！

配信者：福岡県警察本部生活安全総務課
お問い合わせ・情報提供先
092-641-4141

"
"発生","筑紫野市","不審な電話","平成２７年１月２３日","2015-01-27 14:03:49","平成２７年１月２３日、筑紫野市の女性などに福岡県警察の警察官を名乗る男から電話で「あなたの偽造通帳が作られている」「通帳の盗難被害に遭っていないか」「久留米市で通帳を作った覚えはあるか」等という不審な電話が合計３件発生しています。●このような電話はすべてニセ電話詐欺です。すぐに１１０番通報してください。●ストップ！ニセ電話詐欺！電話で「お金」はすぐ相談！

配信者：福岡県警察本部生活安全総務課
お問い合わせ・情報提供先
092-641-4141

"
"発生","中央区内","不審な電話","１月２７日午後０時ころ","2015-01-27 14:41:31","　１月２７日午後０時ころ、中央区内の女性宅に警察官を名乗る男から電話があり、「銀行からお金を抜きとった犯人を捕まえています。犯人の手帳にあなたの名前が書かれていました。後ほどあなたに銀行協会から連絡があります。」などと言われ、その後、銀行協会の職員を名乗る男から電話があり、「犯人の手帳にあなたの名前が書かれていたようです。また後で連絡します。」などと言われています。中央区では同様の事案がほかにも1件発生していています。●この様な電話はすべてニセ電話詐欺です。すぐに１１０番してください。

配信者：中央警察署
お問い合わせ・情報提供先
092-734-0110

"
"発生","早良区原団地","わいせつ事案","１月２７日午後４時ころ","2015-01-27 19:22:44","１月２７日午後４時ころ、早良区原団地付近で、通行中の女性が体を触られる事案が発生しました。男は、黒髪、黒色ジャージ上下を着用し、黒色の自転車に乗った若い男でした。●危険を感じたら大声を出す。●防犯ブザーを活用する。●不安を感じたら近くのお店等に逃げ１１０番通報をしましょう。●家族や知人の方にも注意を呼びかけてください。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110

"
"発生","東区馬出５丁目","声掛け事案","１月２７日午後６時３０分ころ","2015-01-28 08:09:24","１月２７日午後６時３０分ころ、東区馬出５丁目付近で、徒歩通行中の女性が、男から声を掛けられ、体を掴まれそうになる事案が発生しました。犯人は、年齢４０から５０歳位、黒色ダウンジャケット、眼鏡を着用しています。被害に遭わないために、●防犯ブザーを活用する。●不審者を見たら大声を出す。●危険を感じたら大声で助けを求め、すぐに１１０番通報するなどしましょう。

配信者：東警察署
お問い合わせ・情報提供先
092-643-0110

"
"発生","福岡市や宗像市","不審電話","平成２７年１月２７日","2015-01-28 11:07:14","平成２７年１月２７日、福岡市や宗像市で、福岡県警察の警察官や銀行協会職員を名乗る男から「銀行からお金を盗った犯人を捕まえ、その中にあなたの名前があった」「銀行協会が引き出されたお金を補償している」「福岡市で振り込め詐欺が発生している」「通帳はお持ちですか、残高はいくらですか」「銀行員の中に犯人がいる」等と不審な電話が合計１３件発生しています。●このような電話はすべてニセ電話詐欺です。すぐに１１０番通報してください。●ストップ！ニセ電話詐欺！電話で「お金」は、すぐ相談！

配信者：福岡県警察本部生活安全総務課
お問い合わせ・情報提供先
092-641-4141

"
"発生","戸畑区","ニセ電話詐欺事件","平成２６年１１月から１２月の間","2015-01-30 17:32:07","平成２６年１１月から１２月の間、戸畑区の女性に、A社から「あなたの名義でB社の債権を購入したい。」という電話があったため、女性が承諾したところ、B社から「あなたの名義で購入しているので現金を払え。」などと言われ、受け取りに来た男に現金１，８００万円を手渡し、騙し取られる事件が発生しています。●ストップ！ニセ電話詐欺！電話で「お金」はすぐ相談！

配信者：福岡県警察本部生活安全総務課
お問い合わせ・情報提供先
092-641-4141

"
"発生","博多区西月隈６丁目","公然わいせつ事案","１月３１日午前２時ころ","2015-01-31 10:25:51","１月３１日午前２時ころ、博多区西月隈６丁目で、徒歩で通行中の女性に、男が下半身をみせる事案が発生しました。犯人の特徴は、自動車に乗車し、年齢２０歳～３０歳位、黒色上着、色不明のジャージを着用した男です。被害に遭わないためにも●不審者をみたら大声を出す。●すぐに１１０番通報する。●防犯ブザーを活用するなどしましょう。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110

"
"発生","中央区大宮２丁目","公然わいせつ","１月３１日午後４時５０分ころ","2015-01-31 23:10:55","　１月３１日午後４時５０分ころ、中央区大宮２丁目で、男が女児に下半身を露出するという事案が発生しました。犯人は、年齢５０歳代、黒色ジャンバー、茶色ズボン、黒色短髪の男性です。保護者の方は、●不審者を見たら大声を出す。●防犯ブザーを活用するなど、お子さんと話し合っておきましょう。

配信者：中央警察署
お問い合わせ・情報提供先
092-734-0110

"
"発生","中央区警固３丁目","中央区で公然わいせつ","１月３１日午後４時２５分ころ","2015-01-31 23:12:22","　１月３１日午後４時２５分ころ、中央区警固３丁目で、男が女性に下半身を露出するという事案が発生しました。犯人は、色不明の羽織り物、黒色長ズボン、黒色短髪の男性です。保護者の方は、●不審者を見たら大声を出す●防犯ブザーを活用するなど、お子さんと話し合っておきましょう。

配信者：中央警察署
お問い合わせ・情報提供先
092-734-0110

"
"発生","西区","西区で不審電話","１月２９日","2015-02-02 21:08:51","１月２９日、西区に居住する女性の自宅に、貴金属会社から利率の良い投資について書かれた書類が届き、その後、その貴金属会社や銀行、証券会社、タカハシを名乗る警察官（実在しない）から「投資する権利が欲しい。」などという不審電話がありました。●不審な電話があった場合は、相手の機関名、担当部署、担当者、電話番号、用件を確認し、相手の言った電話番号を信じることなく、電話帳で調べて折り返し電話する。●不審な電話があった場合は、詐欺に発展しないように、すぐに家族や知人、警察に相談しましょう。

配信者：西警察署
お問い合わせ・情報提供先
092-805-6110
"
"発生","中央区今泉一丁目","声かけ事案","２月２日午前８時ころ","2015-02-03 01:25:51","　２月２日午前８時ころ、中央区今泉一丁目の路上で、登校中の小学生女児が、見知らぬ男二人組から声をかけられ、手首を捕まれる事案が発生しました。男は二人ともやせ型でマスクをして、黒っぽい服装をしており、１名は黒色ニット帽、もう１名はフードをかぶています。●通学路を必ず通る。●見知らぬ人にはついていかない。防犯ブザーを持つことなど、お子さんと話し合いましょう。

配信者：中央警察署
お問い合わせ・情報提供先
092-734-0110
"
"発生","八幡西区","ニセ電話詐欺事件","１月２８日","2015-02-03 22:53:46","１月２８日、八幡西区の女性に息子を名乗る男から電話があり「風邪を引いた。会社の会計で同僚が株を買って損をした。その件で会社に監査が入るから４００万円必要」等と言われ、翌日も「今、山口県まで仕事で来ている。新幹線でお金を持ってきてほしい。代わりの者が行くので、お金を渡してほしい」等と電話があり、男が指定した駅に４００万円を持って行き、息子の代わりを名乗る男に現金を手渡し、だまし取られる事件が発生しています。●ストップ！ニセ電話詐欺！電話で「お金」は、すぐ相談！

配信者：福岡県警察本部生活安全総務課
お問い合わせ・情報提供先
092-641-4141
"
"発生","東区唐原４丁目","ひったくり","２月５日午前３時ころ","2015-02-05 08:13:44","２月５日午前３時ころ、東区唐原４丁目で、徒歩通行中の女性が手提げバッグをひったくられる事件が発生しました。犯人は、年齢２０歳代の男１名で、身長１７５センチ位、やせ型、黒色短髪で、走って逃走しています。●バッグは車道側と反対の方に持つ。●携帯電話を使用しながら歩かない。●時々振り返るなど後方にも気を配りましょう。

配信者：東警察署
お問い合わせ・情報提供先
092-643-0110
"
"発生","城南区別府２丁目","つきまとい事案","２月４日午後４時ころ","2015-02-05 10:26:55","２月４日午後４時ころ、城南区別府２丁目付近で、小学生女児が男からつきまとわれる事案が発生しました。犯人は、年齢４０歳位、身長１７０センチ位、クリーム色作業服上下、クリーム色帽子、白色マスクを着用していました。●危険を感じたら大声を出しましょう。●防犯ブザーを活用するなどしましょう。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110
"
"発生","博多区","ニセ電話詐欺未遂事件","２月４日","2015-02-05 13:38:49","２月４日に、博多区の男性宅に息子を語る男から、「会社で外国為替の不正で自分が疑われているので現金を準備して欲しい」などと言葉巧みに誘われ、現金３００万円をだまし取られそうになる詐欺未遂事件が発生しました。●ストップ！ニセ電話詐欺！電話で「お金」はすぐ相談！

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110
"
"発生","南区高木３丁目","ひったくり","２月４日午後６時ころ","2015-02-05 14:00:49","２月４日午後６時ころ、南区高木３丁目で、徒歩通行中の女性がバッグをひったくられる事件が発生しました。犯人は、自転車に乗った３０歳代の男です。被害に遭わないためにも、●バッグは車道側と反対の方に持つ。●携帯電話を使用しながら歩かない。●時々後ろを振り返るなど後方にも気を配りましょう。

配信者：南警察署
お問い合わせ・情報提供先
092-542-0110
"
"発生","北九州市","ニセ電話詐欺事件","２月２日","2015-02-05 17:39:22","２月２日、北九州市の女性に息子を名乗る男から「俺だけど、風邪を引いた」等と電話があり、同じ男から翌日「お金を借りたが使い込んでしまった。お金が１００万円必要。俺は取りに行けないから代わりの人を取りに行かせる」等と電話があり、男が指定した場所に１００万円を持って行き、息子の代わりを名乗る男に現金を手渡し、だまし取られる事件が発生しています。●ストップ！ニセ電話詐欺！電話で「お金」は、すぐ相談！

配信者：福岡県警察本部生活安全総務課
お問い合わせ・情報提供先
092-641-4141
"
"発生","東区馬出６丁目","公然わいせつ事案","２月８日午後７時ころ","2015-02-10 03:00:19","２月８日午後７時ころ、東区馬出６丁目付近で、自転車に乗った男が徒歩通行中の女性に下半身を見せるという事案が発生しました。犯人は年齢４０～５０歳位、身長１７０センチ位、中肉、短髪、黒っぽいウィンドブレーカー、青色ジーパンを着用し、灰色前カゴ付自転車で逃走しています。●不審者を見たら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：東警察署
お問い合わせ・情報提供先
092-643-0110
"
"検挙","博多区東比恵２丁目","公然わいせつ","平成２７年２月９日午前３時ころ","2015-02-10 05:18:27","平成２７年２月９日午前３時ころ、博多区東比恵２丁目の路上で、徒歩で通行中の女性に対し男が下半身を見せる事案が発生し、５１歳の男性を検挙しました。ご協力ありがとうございました。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110
"
"発生","中央区知行３丁目","痴漢","２月１０日午後４時ころ","2015-02-10 18:31:55","　２月１０日午後４時ころ、中央区知行３丁目で、通行中の小学生女児が、男から体を触れられる事件が発生しました。付近では、同じ頃に同様の事件が他にも２件発生しています。
　犯人は、年齢４０歳位の男、やせ型、黒色の上衣、茶色ズボン、黒色短髪、赤色の自転車に乗って逃走しています。●危険を感じたら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：中央警察署
お問い合わせ・情報提供先
092-734-0110
"
"発生","早良区原５丁目","のぞき","２月１０日午後１１時ころ","2015-02-11 09:07:15","２月１０日午後１１時ころ、早良区原５丁目で、女性が入浴中に男から風呂場内をのぞかれるという事案が発生しました。犯人は、白っぽいパーカーを着用し、走って逃走しています。●身に危険を感じたら、大きな声で助けを求め、すぐに１１０番通報しましょう。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110
"
"発生","博多区南八幡町２丁目","痴漢","２月１０日午後７時３０分ころ","2015-02-11 16:45:25","２月１０日午後７時３０分ころ、博多区南八幡町２丁目付近で、通行中の女性が、接近してきた男から体を触られる事案が発生しました。犯人は、黒色バイクに乗った男１名で、年齢４０歳位、身長１７５センチ位、上下黒色服、小太り、黒色ヘルメットを着用していました。被害に遭わないためにも、●不審者を見たら大声を出す。●すぐに１１０番通報する。●防犯ブザーを活用するなどしましょう。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110
"
"発生","南区井尻１丁目","公然わいせつ事案","２月１１日午後５時３０分ころ","2015-02-12 08:21:54","　２月１１日午後５時３０分ころ、南区井尻１丁目付近で、男が下半身を見せるという事案が発生しました。犯人は、年齢１６歳位、身長１７０センチ位、ガッチリ型、黒色ニット帽、黒色ネックウォーマー、黒色ズボン着用、黒色軽快自転車使用の男でした。●不審者を見たら大声を出して逃げる。●犯人の特徴をできるだけ覚えて、すぐに１１０番通報してください。

配信者：南警察署
お問い合わせ・情報提供先
092-542-0110
"
"発生","中央区福浜２丁目","ちかん事案","２月１１日午後１０時ころ","2015-02-12 08:25:31","２月１１日午後１０時ころ、中央区福浜２丁目で、徒歩通行中の女性が、後方から近づいてきた男に体を触られる事件が発生しました。男は、年齢２０歳くらい、身長１７０センチくらい、中肉、全身黒っぽい服装でした。●危険を感じたら大声を出して助けを求める●防犯ブザーを活用する●時々後ろを振り返るなどして、周囲に気を配りましょう

配信者：中央警察署
お問い合わせ・情報提供先
092-734-0110
"
"発生","城南区神松寺１丁目","ひったくり","２月１３日午後５時ころ","2015-02-13 23:45:59","２月１３日午後５時ころ、城南区神松寺１丁目付近で、女性が財布をひったくられる事件が発生しました。犯人は、年齢２０歳位、短髪の男で、黒色ジャージ上下を着用し、走って逃走しています。被害に遭わないためにも、●バッグは車道側と反対の方に持つ。●携帯電話を使用しながら歩かない。●時々振り返るなど後方にも気を配りましょう。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110
"
"発生","博多区古門戸町","公然わいせつ事案","２月１４日午前３時ころ","2015-02-14 08:54:23","　２月１４日午前３時ころ、博多区古門戸町で、女性に対し男が下半身を見せる事案が発生しました。犯人の特徴は、年齢２０～３０歳、中肉、白色のステーションワゴンタイプの車両に乗車していました。被害に遭わないためにも●不審者を見たら大声を出す。●すぐに１１０番通報する。●防犯ブザーを活用するなどしましょう。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110
"
