"種別","場所","内容","日付","受信日時","メール本文"
"発生","八幡西区三ケ森２丁目","八幡西区における不審者情報","１月６日午後５時３０分ころ","2019-01-06 20:15:01","１月６日午後５時３０分ころ、八幡西区三ケ森２丁目付近で、徒歩通行中の女子中学生が男からつきまとわれる事案が発生しました。男の特徴は、年齢２０代くらい、身長１７５センチメートルくらい、中肉、黒色ニット帽、眼鏡、黒色上着、青色ジーンズ着用の男です。●見知らぬ人にはついていかない。●危険を感じたら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：八幡西警察署
お問い合わせ・情報提供先
093-645-0110
"
"発生","大川市大字上巻３８５番地","連続窃盗事件","１月６日午後２時ころ","2019-01-07 11:20:02","１月６日午後２時ころに大川市大字上巻３８５番地の路上で、同日午後３時ころに筑後市大字徳久２３７番地の路上で、いずれも自転車に乗車中の被害者女性が、男女の二人組から道を尋ねられ、被害者女性が自転車から降りて説明をしている隙に、自転車の前カゴに載せていたバッグを盗まれるという被害が連続発生しています。犯人は、自動車使用の年齢３０歳から４０歳くらいの男女二人組で、男は黒色短髪、紺色ジャンパー着用、女は白色ブラウス様の上衣にズボン着用といった特徴です。被害に遭わないためにも、●人から声をかけられても、荷物から目を離さない。●荷物は、自分の近くに引き寄せておく。●自転車のカゴに荷物を載せる際は、防犯ネットを上から被せるなど、荷物を盗まれないように注意を払いましょう。

配信者：筑後警察署
お問い合わせ・情報提供先
0942-52-0110
"
"発生","戸畑区沖台二丁目","空き巣事件","１月５日午後２時ころから同日午後１０時ころまでの間","2019-01-07 15:27:01","１月５日午後２時ころから同日午後１０時ころまでの間に、戸畑区沖台二丁目の住宅で、空き巣事件が発生しました。犯人は、１階の窓ガラスを割って室内に侵入しています。●家を留守にするときは短時間でも確実に窓やドアの鍵をかけましょう。●補助錠や防犯フィルム等の防犯グッズを活用しましょう。

配信者：戸畑警察署
お問い合わせ・情報提供先
093-861-0110
"
"発生","戸畑区幸町","住居侵入事件","１月７日午前１時ころ","2019-01-07 15:29:01","１月７日午前１時ころ、戸畑区幸町の住宅で、住居侵入事件が発生しました。犯人は、敷地内に侵入した後、工具様の物を使って１階の窓ガラスを割っています。●就寝時は確実に窓やドアの鍵をかけましょう。●補助錠や防犯フィルム等の防犯グッズを活用しましょう。

配信者：戸畑警察署
お問い合わせ・情報提供先
093-861-0110
"
"発生","西区下山門団地","つきまとい事案","１月４日午前０時３０分ころ","2019-01-07 16:33:01","１月４日午前０時３０分ころ、福岡市西区下山門団地付近で、ＪＲ下山門駅から帰宅中の女性が、見知らぬ男からつきまとわれる事案が発生しました。犯人は年齢４５～５０歳くらい、身長１６５～１７０センチくらい、中肉で色不明のジャンパーを着用していました。●危険を感じたらすぐに大声を出す。●不審な人を見たら、すぐに１１０番通報しましょう。

配信者：西警察署
お問い合わせ・情報提供先
092-805-6110
"
"発生","小倉南区星和台一丁目６番","公然わいせつ事案","１月７日午後９時ころ","2019-01-08 09:22:02","１月７日午後９時ころ、小倉南区星和台一丁目６番付近で、男が徒歩進行中の女性に、下半身を見せるという事案が発生しました。犯人は、年齢４０～５０歳位の男、身長１７０センチ位、四角い黒縁眼鏡、茶色い長袖ダウンを着用しています。●不審者を見たら大声を出す。●防犯ブザーを活用する。●防犯アプリ「みまもっち」をインストールして活用するなどしましょう。

配信者：小倉南警察署
お問い合わせ・情報提供先
093-923-0110
"
"発生","春日市春日原東町","窃盗事件","１月７日午前１１時ころ","2019-01-08 14:34:01","１月７日午前１１時ころ、春日市春日原東町付近の住宅で、ガスの点検を装って部屋に入り、バッグの中から財布を盗むという窃盗事件が発生しました。犯人は、年齢６５～７０歳くらい、身長１６７センチくらい、やせ型の男でした。●訪問業者には、まずインターホンで対応しましょう。●訪問者の身分を確認しましょう。●訪問者に不審点があれば１１０番通報をしましょう。●業者の訪問中は、貴重品から目を離さないようにしましょう。

配信者：春日警察署
お問い合わせ・情報提供先
092-580-0110
"
"発生","大牟田市大字田隈","盗撮事件","１月８日午後１時ころ","2019-01-08 15:01:01","　１月８日午後１時ころ、大牟田市大字田隈の道路上で、男が女性のスカート内を携帯電話で盗撮する事件が発生しました。犯人は、年齢２０歳代前半くらい、身長１７０センチくらい、やせ型、金色短髪、黒っぽいズボンを着用しています。●時々後ろを振り返って、警戒していることをアピールする。●危険を感じたら大声を出すなどしましょう。

配信者：大牟田警察署
お問い合わせ・情報提供先
0944-43-0110
"
"発生","直方市湯野原一丁目","声かけ事案","１月７日午前１１時３０分ころ","2019-01-08 16:46:02","１月７日午前１１時３０分ころ、直方市湯野原一丁目で、公園で遊んでいた小学生女児が見知らぬ男から「おいで。」「一緒についてこんね。」等と声をかけられる事案が発生しました。男は、年齢５０～６０歳位、上下黒っぽい服装をしてます。●身の危険を感じたら、大きな声で助けを求め、すぐに１１０番通報しましょう。●知らない人に声をかけられてもついていかないようにしましょう。●防犯ブザーを持つことなど、お子さんと話し合いましょう。

配信者：直方警察署
お問い合わせ・情報提供先
0949-22-0110
"
"発生","大牟田市大字田隈","盗撮事件","１月８日午後８時ころ","2019-01-09 08:06:01","１月８日午後８時ころ、大牟田市大字田隈で、自宅のトイレに男子高校生が入っていたところ、小窓から携帯電話で盗撮される事案が発生しました。犯人は、年齢30歳代の男、身長１７０センチ位、黒髪、紺色ジャンバー、色不明のズボンを着用し、徒歩で逃走しています。●危険を感じたら大声を出すなどしましょう。

配信者：大牟田警察署
お問い合わせ・情報提供先
0944-43-0110
"
"発生","大牟田市大字手鎌","ひったくり","１月９日午前８時ころ","2019-01-09 10:18:01","１月９日午前８時ころ、大牟田市大字手鎌の道路上で、通行中の男子学生が自転車の前かごに入れていたカバンをひったくられる事件が発生しました。犯人はシルバー色原付バイクに乗り、黒色ダウンジャケット、黒色フルフェイスヘルメットを着用しています。被害に遭わないためにも、●バッグは車道側と反対側に持つ。●自転車のかごには防犯ネットをつける。●携帯電話を使用しながら歩かない。●時々振り返るなど後方にも気を配りましょう。

配信者：大牟田警察署
お問い合わせ・情報提供先
0944-43-0110
"
"発生","城南区東油山１丁目４番","公然わいせつ","１月９日午前８時ころ","2019-01-09 11:10:01","１月９日午前８時ころ、城南区東油山１丁目４番付近の路上で、ズボンと下着を膝まで下げ下半身を露出した男の目撃情報がありました。男は、年齢不詳、身長１７０?位、中肉、緑色の上着を着用していました。●不審者を見たら、すぐに１１０番通報しましょう。●危険を感じたら大声を出して助けを求めましょう。●防犯ブザーを活用しましょう。


配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110
"
"発生","朝倉市甘木","朝倉市で猿の出没","１月９日午前８時４０分ころ","2019-01-09 11:42:01","１月９日午前８時４０分ころ、朝倉市甘木で、猿の目撃情報がありました。現時点、人への危害等はありませんが、猿を目撃したときは、●むやみに近づかない。●身の安全を確保しましょう。

配信者：朝倉警察署
お問い合わせ・情報提供先
0946-22-0110
"
"検挙","福岡市東区所在","","１月９日午前","2019-01-09 14:06:01","１月９日午前、福岡市東区所在の駅ホーム上において、女性に痴漢行為をした５２歳の男を逮捕しました。情報の提供など、ご協力ありがとうございました。

配信者：東警察署
お問い合わせ・情報提供先
092-643-0110
"
"発生","福津市若木台５丁目７０番地","声かけ事案","１月８日午後６時ころ","2019-01-09 15:11:01","１月８日午後６時ころ、福津市若木台５丁目７０番地で、下校中の女子高校生が見知らぬ男から「高校はどこですか。」と声をかけられる事案が発生しました。男は、年齢３０～４０歳位、身長１７０センチメートル位、黒色ジャージ上衣を着用しています。●危険を感じたら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：宗像警察署
お問い合わせ・情報提供先
0940-36-0110
"
"発生","飯塚市楽市","声かけ事案","１月８日午後０時ころ","2019-01-09 16:00:02","１月８日午後０時ころ、飯塚市楽市の道路上で、帰宅中の小学生男児が、薄黄色の車に乗った見知らぬ男性から「乗れ。」と声を掛けられる事案が発生しました。犯人は、年齢５０歳代、黒色キャップ帽、メガネ無し、白色マスク、灰色ジャンパーを着用し、車で逃走しています。●見知らぬ人にはついて行かない。●不審者を見たら大きな声で叫び、すぐに１１０番しましょう。●防犯ブザーを活用するなどしましょう。

配信者：飯塚警察署
お問い合わせ・情報提供先
0948-21-0110
"
"発生","春日市一","つきまとい事案","１月９日午後４時ころ","2019-01-10 08:10:01","１月９日午後４時ころ、春日市一の谷３丁目付近で、通行中の女性が、見知らぬ男から後をつけられる事案が発生しました。男は、年齢３０～４０歳位、身長１６０～１７０センチ位、中肉、黒色ジャンパーを着用し、自転車に乗車しています。●危険を感じたら大声を出す。●歩きながら携帯電話、イヤホン等を使用しない。●防犯ブザーを活用するなどしましょう。

配信者：春日警察署
お問い合わせ・情報提供先
092-580-0110
"
"発生","小倉北区新高田２丁目","公然わいせつ事案","１月９日午後７時３０分ころ","2019-01-10 10:26:02","　１月９日午後７時３０分ころ、小倉北区新高田２丁目の路上で、男が徒歩通行中の女性に、下半身を見せるという事案が発生しました。犯人は、身長１７０から１８０センチくらい、黒色短髪、紺色ダウンジャケットを着用し現場から走って逃走しています。●不審者を見たら大声を出す●深夜の一人歩きは避ける●防犯アプリ「みまもっち」をインストールし活用するなどしましょう。

配信者：小倉北警察署
お問い合わせ・情報提供先
093-583-0110
"
"発生","直方市殿町","つきまとい事案","１月８日午後４時ころ","2019-01-10 14:29:01","　１月８日午後４時ころ、直方市殿町で、帰宅中の女子大学生が、見知らぬ男につきまとわれる事案が発生しました。男は２０歳代前半で、細身で地味な服装、Gパンを着用し、肩から横長のカバンを掛けています。●音楽を聴きながら等の「ながら歩き」はやめる●人目の付く通りを歩き、深夜の一人歩きは避ける●危険を感じたら大きな声で助けを求め、すぐに１１０番通報しましょう。

配信者：直方警察署
お問い合わせ・情報提供先
0949-22-0110
"
"発生","博多区美野島３丁目２２番","声かけ事案","１月１０日午前８時ころ","2019-01-10 14:48:01","　１月１０日午前８時ころ、博多区美野島３丁目２２番付近で登校中の小学生男児が見知らぬ男から「何でも買ってあげるからこっちにこい」と声をかけられる事案が発生しました。男は、年齢３０歳代～４０歳代、赤と白のしま模様の上着、黒色ニット帽を着用し、徒歩で立ち去りました。●見知らぬ人にはついていかない。●危険を感じたら大声を出す。●防犯ブザーを活用し、明るい道を歩くようにしましょう。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110
"
"発生","大野城市下大利","窃盗事件","１月９日午前１０時ころ","2019-01-10 16:26:01","１月９日午前１０時ころ、大野城市下大利付近の住宅で、火災報知器の点検を装って訪問し、「点検に印鑑が必要」などと言って、印鑑を探している隙を見て、手提げバッグの中から財布を盗むという窃盗事件が発生しました。●訪問業者には、まずインターホンで対応しましょう●訪問者に不審点があれば１１０番通報をしましょう●業者の訪問中は、貴重品から目を離さないようにしましょう

配信者：春日警察署
お問い合わせ・情報提供先
092-580-0110
"
"発生","田川郡赤村大字内田","声かけ事案","１月９日午後４時ころ","2019-01-10 17:04:01","１月９日午後４時ころ、田川郡赤村大字内田において、徒歩で通行中の小学生が自動車に乗った見知らぬ男から手を振られ「乗っていかんかい」等と声をかけられる事案が発生しました。男は、年齢６０歳位、白髪交じりの短髪で白色の貨物車に乗っていました。●危険を感じたら大声を出しましょう。●防犯ブザー等の防犯グッズを活用しましょう。●不審な人物を見かけたら１１０番通報しましょう

配信者：田川警察署
お問い合わせ・情報提供先
0947-42-0110
"
"発生","ついては、犯人がわかり、解決しました。ご協力ありがとうございました。","直方市つきまとい事案解決","本日お知らせしました直方市殿町での女子大学生へのつきまとい事案","2019-01-10 19:37:02","　本日お知らせしました直方市殿町での女子大学生へのつきまとい事案については、犯人がわかり、解決しました。ご協力ありがとうございました。

配信者：直方警察署
お問い合わせ・情報提供先
0949-22-0110
"
"発生","若松区青葉台西３丁目１番","声かけ事案","１月１０日午後３時３０分ころ","2019-01-11 08:09:02","　１月１０日午後３時３０分ころ、若松区青葉台西３丁目１番付近で徒歩通行中の女子児童が見知らぬ男から「お菓子あげるよ」と声をかけられる事案が発生しました。男は、年齢６０歳くらい、身長１８０センチくらい、黒色短髪、顎髭あり、中肉で、青色パーカー、赤色ズボン、黒色革靴、サングラスを着用しています。●危険を感じたら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：若松警察署
お問い合わせ・情報提供先
093-771-0110
"
"発生","城南区西片江２丁目１７番","つきまとい事案","１月１１日午前０時半ころ","2019-01-11 14:35:01","１月１１日午前０時半ころ、城南区西片江２丁目１７番付近の道路上で、徒歩通行中の女性が、付近を徘徊中の見知らぬ男からつきまとわれる事案が発生しました。男は、年齢２０～３０歳位、身長１７０?位、中肉で、黒色ジャージ上下、白色マスクを着用していました。●不審者を見たら、すぐに１１０番通報しましょう。●危険を感じたら大声を出して助けを求めましょう。●防犯ブザーを活用しましょう。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110
"
"発生","宮若市鶴田","窃盗未遂事件","１月１１日午後３時ころ","2019-01-11 17:34:01","１月１１日午後３時ころ、福岡県宮若市鶴田で、ベランダに干していた女性用の下着を盗まれそうになるという窃盗未遂事件が発生しました。●同様の事案が連続で発生するおそれもあることから、洗濯物等は外部から見える場所に干さないように気をつけましょう。●外出の際は、戸締り等を確実にしましょう。

配信者：直方警察署
お問い合わせ・情報提供先
0949-22-0110
"
"発生","築上町","声かけ事案","１月１１日午後４時１０分ころ","2019-01-11 19:36:02","　１月１１日午後４時１０分ころ、築上町の路上で、通行中の小学生女児が、見知らぬ男から「一緒に帰ろうか。住所はどこ。お母さんの名前は。」などと声をかけられる事案が発生しました。男は、年齢８０歳位、身長１７０センチ位、やせ型で、黒っぽい服装、青色模様が入った野球帽を着用しています。●通学路を必ず通る。●見知らぬ人にはついていかない。●防犯ブザーを持つことなど、お子さんと話し合いましょう。

配信者：豊前警察署
お問い合わせ・情報提供先
0979-82-0110
"
"発生","西区富士見２丁目","公然わいせつ","１月１１日午後５時００分ころ","2019-01-12 09:07:01","１月１１日午後５時００分ころ、福岡市西区富士見２丁目の道路上で、男が小学生に下半身を見せるという事案が発生しました。犯人は、年齢２０歳代から３０歳代、身長１６５センチくらい、やせ型、黒色ジャンバー、黒色ズボンを着用しています。●不審な人を見たら１１０番通報する。●危険を感じたら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：西警察署
お問い合わせ・情報提供先
092-805-6110
"
"発生","小倉北区足立２丁目","痴漢事案","１月１１日午後７時ころ","2019-01-12 09:21:01","１月１１日午後７時ころ、小倉北区足立２丁目で、徒歩通行中の女性に対し、背後から男が近づき臀部を触る事案が発生しました。男は、年齢２０歳代、身長１７５センチ位、やせ型、フード付の黒っぽいジャージ上下を着用しています。●不審な人物を見かけたらすぐに１１０番通報する。●危険を感じたら大声を出す。●防犯ブザー等を活用するなどしましょう。

配信者：小倉北警察署
お問い合わせ・情報提供先
093-583-0110
"
"発生","八幡西区星和町23番","八幡西区星和町において声かけ事案","1月11日午後3時30分ころ","2019-01-12 10:42:01","　1月11日午後3時30分ころ、八幡西区星和町23番付近において、小学生女児が、高齢者から「一緒に帰ろう。」「家はどこ。」と声をかけられる事案が発生しました。女性の特徴は、60代くらい、黒色上下、赤色マフラー、白髪混じりのおかっぱ頭です。●不審に思ったらすぐに逃げる●防犯ブザーを活用する●大声を出すなどの対策をとりましょう。

配信者：折尾警察署
お問い合わせ・情報提供先
093-691-0110
"
"発生","岡垣町高陽台1丁目路上","遠賀郡岡垣町においてひったくり事案","1月12日午前10時ころ","2019-01-12 11:15:01","　1月12日午前10時ころ、岡垣町高陽台1丁目付近路上において、高齢女性が所持していた手提げバッグをひったくられる事案が発生しました。男性の特徴は、若い男1名、上下黒っぽい服装、痩せ型で走って逃走しました。●携帯電話を使用しながら歩かない。●時々振り返るなど後方にも気を配りましょう。

配信者：折尾警察署
お問い合わせ・情報提供先
093-691-0110
"
"発生","田川市大字伊田","声かけ事案","１月１３日午後４時ころ","2019-01-14 08:05:01","　１月１３日午後４時ころ、田川市大字伊田において、公園内で遊戯中の小学生が見知らぬ男から「何歳？」と声をかけられる事案が発生しました。男は、年齢３０歳位、身長１６５センチ位、黒色短髪、黒縁メガネ、やせ型、黒色ジャージ上下を着用し、水色のＳＵＶタイプの車に乗車していました。●危険を感じたら大声を出しましょう。●防犯ブザー等の防犯グッズを活用しましょう。●不審な人物を見かけたら１１０番通報をしましょう。

配信者：田川警察署
お問い合わせ・情報提供先
0947-42-0110
"
"発生","早良区室見","盗撮事案","１月１３日午後５時００分ころ","2019-01-14 08:53:01","　１月１３日午後５時００分ころ、福岡市早良区室見の公園で、小学生の男子児童が個室トイレ内に入っていたところ、入り口ドアの下の隙間からスマートフォンを差し込まれるという事案が発生しました。友人が走って逃走する犯人らしき男を目撃しており、男は、年齢２０歳代くらい、身長１７０センチメートルくらい、中肉、黒色ジャンパー、色不明のズボンを着用していました。●不審者を見たら、すぐに１１０番通報しましょう。●危険を感じたら大声を出して助けを求めましょう。●防犯ブザーを活用しましょう。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110
"
"発生","福津市福間南３丁目９番路上","福津市における不審者情報","１月１４日午後４時ころ","2019-01-14 17:34:02","　１月１４日午後４時ころ、福津市福間南３丁目９番付近路上を小学生男児２名が徒歩で通行中に男からつきまとわれる事案が発生しました。男は、年齢６０歳位、身長１６５ｃｍ位、小太り、白髭（サンタクロース風の白髭）、青色コートを着用していました。●危険を感じたら大声を出し、すぐに１１０番通報をしましょう。●外出する際は、防犯ブザー等を携帯しましょう。

配信者：宗像警察署
お問い合わせ・情報提供先
0940-36-0110
"
"発生","柳川市三橋町蒲船津","不審者事案","１月１５日午後３時ころ","2019-01-15 16:56:01","　１月１５日午後３時ころ、柳川市三橋町蒲船津の路上で、小学生男児が、正面から歩いてくる男からスマートフォンで写真を撮られる事案が発生しました。男は２人組で、写真を撮った男は年齢２０歳ぐらい、身長１７０ｃｍぐらい、黄緑色の横縞模様のトレーナー、灰色ジーパン、黒髪、黒色スマートフォンを所持しています。もう１人の男は年齢２０歳ぐらい、身長１７０ｃｍぐらい、灰色トレーナー、カーキ色の長ズボンを着用しています。●明るく人通りの多い道を通る●危険を感じたら大声を出す●防犯ブザー等を活用するようにしましょう。

配信者：柳川警察署
お問い合わせ・情報提供先
0944-74-0110
"
"発生","春日市内","不審電話","１月１５日午前１１時ころ","2019-01-15 17:13:01","１月１５日午前１１時ころ、春日市内の個人宅に義理の息子をかたる男から、「今日、家におるね」「行っていい」等という不審な電話がありました。●一人で判断せずに、家族や知人、警察に相談しましょう。●電話でお金はすべて詐欺！すぐに相談・１１０番！

配信者：春日警察署
お問い合わせ・情報提供先
092-580-0110
"
"発生","岡垣町海老津駅前５番路上","ひったくり未遂事件","１月１５日午後８時ころ","2019-01-16 08:51:02","１月１５日午後８時ころ、岡垣町海老津駅前５番路上で、徒歩通行中の女性が後方から来た犯人にバッグをひったくられそうになる事件が発生しました。犯人は身長１６５センチメートル位、中肉の男性１名で、上下黒っぽい服装、色不明の帽子を着用しており、徒歩で逃走しています。被害に遭わないためにも●バッグは車道と反対側に持つ。●携帯電話を使用しながら歩かない●時々後ろを振り返るなど後方にも気を配りましょう。

配信者：折尾警察署
お問い合わせ・情報提供先
093-691-0110
"
"発生","久留米市三潴町西牟田","車上ねらい","１月１５日午後８時頃から１月１６日午前８時頃までの間","2019-01-16 13:39:01","１月１５日午後８時頃から１月１６日午前８時頃までの間、久留米市三潴町西牟田の中心部において、自宅敷地内に駐車中の車両窓ガラスを割られ、車外から見える場所に置いていた荷物が盗まれる車上ねらいが３件発生しました。●車から離れる時は、車内に荷物を置いたままにしないようにしましょう。●ガラス破壊を検知する防犯センサー等の車両自身のハード対策も有効です。

配信者：久留米警察署
お問い合わせ・情報提供先
0942-38-0110
"
"発生","小倉北区片野２丁目１８番","つきまとい事案","１月１６日午前１時ころ","2019-01-16 14:39:01","　１月１６日午前１時ころ、小倉北区片野２丁目１８番の路上で、通行中の女性が、見知らぬ男からつきまとわれる事案が発生しました。男は、身長１７０センチ位、中肉、色不明のニット帽、カーキ系色の上衣を着用しています。●不審な人物を見かけたらすぐに
１１０番通報する。●危険を感じたら大声を出す。●防犯ブザー等を活用するなどしましょう。

配信者：小倉北警察署
お問い合わせ・情報提供先
093-583-0110
"
"発生","小倉南区沼本町１丁目１３番","暴行事案","１月１５日午後４時ころ","2019-01-16 18:53:01","１月１５日午後４時ころ、小倉南区沼本町１丁目１３番付近の道路上で、通行中の小学生女児が、見知らぬ男から声をかけられた後、つきまとわれ、手を引っ張られる事案が発生しました。男は、身長１５０センチ位、学生服姿で、白色マスクを着用し、通学カバンを所持しています。●見知らぬ人にはついていかない。●危険を感じたら大声を出す。●防犯ブザーを持つことなど、お子さんと話し合っておきましょう。

配信者：小倉南警察署
お問い合わせ・情報提供先
093-923-0110
"
"発生","宇美町貴船１丁目","つきまとい事案","１月１６日午後４時３０分ころ","2019-01-16 19:04:01","１月１６日午後４時３０分ころ、福岡県糟屋郡宇美町貴船１丁目の路上で、通行中の小学生女児が見知らぬ男から「こんにちは」と声をかけられ、後をついてこられる事案が発生しました。男は、年齢６０歳くらい、身長１６０センチメートル、白髪の目立つ短髪、青色ジャージ上下（腕に白色のライン付）を着用しています。●身の危険を感じたら大声を出し、防犯ブザーを活用するなどしましょう。●身の安全を確保した後、直ちに１１０番通報をお願いします。

配信者：粕屋警察署
お問い合わせ・情報提供先
092-939-0110
"
"発生","朝倉市甘木","つきまとい事案","１月１６日午後１０時ころ","2019-01-17 09:40:01","１月１６日午後１０時ころ、朝倉市甘木の路上で、自転車で帰宅中の男子生徒が、車に乗った見知らぬ男からつきまとわれる事案が発生しました。男は白色のＲ?車に乗っていました。●人通りの多い道を通る。●防犯ブザーを活用する。●不審者を見たらすぐに１１０番通報するなどしましょう。

配信者：朝倉警察署
お問い合わせ・情報提供先
0946-22-0110
"
"発生","糸田町","糸田町において声掛け事案","１月１６日午後５時３０分頃","2019-01-17 15:58:01","１月１６日午後５時３０分頃、糸田町において帰宅中の小学生女児に対し前方から進行してきた車が女児の前で停車後、運転していた男が降車し「送ってやるから車に乗りな」と声を掛け女児の腕を掴むという事案が発生しました。車は黒色のワンボックス、男は年齢５０代くらい、身長約１７０センチメートル、中肉、もみあげから顎にかけて髭が生え、上下灰色ジャージ、黒色ニット帽、黒色マスク、サングラスを着用していました。●危険を感じたら大声を出し、近くの家などに避難しましょう。●防犯ブザー等の防犯グッズを活用しましょう。●不審者を見かけたり、声を掛けられたりした時はすぐに１１０番通報をしましょう。

配信者：田川警察署
お問い合わせ・情報提供先
0947-42-0110
"
