"種別","場所","内容","日付","受信日時","メール本文"
"発生","門司区大里東４丁目","痴漢事案","１月８日午前０時ころ","2017-01-08 09:20:01","１月８日午前０時ころ、門司区大里東４丁目付近で、女性が後方から近付いてきた男に体を触られる事案が発生しました。犯人は年齢３０歳代、身長１７０から１７５センチくらい、中肉の男で、黒っぽい色のフード付パーカーを着用しています。●夜間の一人歩きは避けましょう。●時々振り返り周囲を警戒しましょう。●防犯ブザーを活用しましょう。

配信者：門司警察署
お問い合わせ・情報提供先
093-321-0110
"
"発生","春日市須玖南一丁目","公然わいせつ事案","１月９日午前５時ころ","2017-01-09 08:13:02","　１月９日午前５時ころ、春日市須玖南一丁目付近で、男が帰宅中の女性に全身を見せるという事案が発生しました。犯人は、年齢３０歳代の男、身長１７０センチ位の者が徒歩で逃走しています。●不審者を見たら大声を出す。●歩きながら携帯電話、イヤホン等をしない。●防犯ブザーを活用するなどしましょう。

配信者：春日警察署
お問い合わせ・情報提供先
092-580-0110
"
"発生","八幡西区三ヶ森","公然わいせつ事案","１月８日午後９時ころ","2017-01-09 09:25:02","１月８日午後９時ころ、八幡西区三ヶ森付近で、男が帰宅中の女性に下半身を見せるという事案が発生しました。犯人は、身長１６５センチ位、痩せ型、黒色短髪、白色マスクを着用した全裸の若い男です。●深夜の一人歩きは避ける。●危険を感じたら大声を出して周囲に助けを求める。●防犯ブザーを活用するなどしましょう。

配信者：八幡西警察署
お問い合わせ・情報提供先
093-645-0110
"
"発生","博多区比恵町","痴漢","１月８日午後１０時３０分ころ","2017-01-09 10:12:01","　１月８日午後１０時３０分ころ、博多区比恵町において、徒歩で通行中の女性が後方から接近してきた自転車に乗車の男から身体を触られる事案が発生しました。犯人は若い感じの男で、黒色ダウン上衣、黒色チノパン、特徴不明のショルダーバッグを着用し、黒色折りたたみ式様の自転車に乗車していました。被害に遭わないためにも、●人通りの少ない道は避ける●後方にも気を配る●防犯ブザーを活用するなどしましょう。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110
"
"発生","城南区友泉亭路上","暴行事件","１月９日午前７時ころ","2017-01-10 11:45:01","１月９日午前７時ころ、城南区友泉亭付近路上で、女子中学生が見知らぬ男に後方から肩を掴まれ口を塞がれる事件が発生しました。犯人は、年齢３０～４０歳位の男、やせ型、身長１７０センチ位、眼鏡をかけており、走って逃走しています。●時々後ろを振り返って、警戒していることをアピールしましょう。●危険を感じたら、大声を出しましょう。●防犯ブザーを活用しましょう。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110
"
"発生","城南区長尾５丁目","ひったくり","１月９日午後８時ころ","2017-01-10 11:51:01","１月９日午後８時ころ、城南区長尾５丁目で、自転車で走行中の男性が財布をひったくられる事件が発生しました。犯人は、２０歳位、やせ型、身長１７０センチ位、黒っぽい色の服、ヘルメットを着用し、原付バイクに乗車し逃走しています。被害に遭わないためにも、●バッグは車道側と反対の方に持つ。●財布などの貴重品は外から見えないようにする。●時々振り返るなど後方にも気を配りましょう。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110
"
"発生","久留米市内","不審電話","１月１０日","2017-01-10 15:08:01","１月１０日、久留米市内の複数の家に、久留米市の健康保険課を名乗る者が電話で「高齢者保険の還付金がある。」「今ならまだ受け取れる。」旨申し立て、銀行やＡＴＭコーナーに誘導する不審電話が発生しています。●このような電話は全て詐欺です。●ＡＴＭを操作して、お金が戻ってくることはありません。●周囲の者にも注意喚起をお願いします。●電話で「お金」は全て詐欺！すぐに相談・１１０番！

配信者：久留米警察署
お問い合わせ・情報提供先
0942-38-0110
"
"発生","大牟田市昭和町","公然わいせつ事案","１月１０日午前１１時３０分ころ","2017-01-10 16:45:02","１月１０日午前１１時３０分ころ、大牟田市昭和町で、全裸の男が目撃される事案が発生しました。男は、身長１７０センチ位、中肉、白色野球帽を着用しています。●不審者を見たら大声を出す。●即座にその場を離れ、速やかに１１０番通報をする。●防犯ブザーを活用するなどしてください。●目撃情報等があれば情報提供をお願いします。

配信者：大牟田警察署
お問い合わせ・情報提供先
0944-43-0110
"
"発生","中央区大手門３丁目","暴行事件","１月１０日午後０時ころ","2017-01-10 18:17:01","　１月１０日午後０時ころ、中央区大手門３丁目付近の路上で、徒歩で下校中の小学生女児が男から頭を叩かれる事件が発生しました。犯人は年齢５０歳くらい、上下黒っぽい服装、緑色のキャップ帽、右手だけ緑色の手袋を着用し、銀色の軽快自転車に乗車した男１名です。●危険を感じたら大声を出す●防犯ブザーを持つことや、使い方などを、お子さんと話し合いましょう。

配信者：中央警察署
お問い合わせ・情報提供先
092-734-0110
"
"発生","宇美町貴船５丁目","公然わいせつ事案","1月10日午後２時ころ","2017-01-11 08:13:01","1月10日午後２時ころ、宇美町貴船５丁目付近で、男が友人と遊戯中の小学生女児に、「こんにちは」と声をかけたあと、下半身を見せるという事案が発生しました。犯人は、年齢３０歳代くらい、身長１７０センチから１７５センチくらい、中肉、黒色短髪、黒系ジャンバー、黒系ズボン、メガネ着用の男で、灰色自転車に乗車しています。保護者の方は、●不審者を見たら大声を出す。●防犯ブザーを活用するなど、お子さんと話し合っておきましょう。

配信者：粕屋警察署
お問い合わせ・情報提供先
092-939-0110
"
"発生","博多区吉塚４丁目","声かけ事案","１月１１日午後５時３０分ころ","2017-01-11 18:25:01","　１月１１日午後５時３０分ころ、博多区吉塚４丁目付近で、未成年の女性と男性の二人が、男から「車に乗らないか」と声を掛けられる事案が発生しました。男は３０歳～４０歳代、身長１７０センチメートル位、黒色上衣、青色ジーパン、サングラスを着用していました。被害にあわないためにも●知らない人について行かない●知らない人の車に乗らない●大声でさけぶ●その場からすぐ逃げるなどしましょう。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110
"
"発生","大野城市御笠川４丁目","声かけ事案","１月１１日午後４時ころ","2017-01-11 19:10:01","　１月１１日午後４時ころ、大野城市御笠川４丁目付近の路上で、帰宅中の中学生が、見知らぬ男から、「ねえ、ねえ君」と声をかけられる事案が発生しました。男は、年齢３０～４０歳位、グレーの上着、青色ジーパン、メガネ、マスクを着用しています。●見知らぬ人にはついていかない。●危険を感じたら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：春日警察署
お問い合わせ・情報提供先
092-580-0110
"
"発生","久留米市内","不審電話","１月１２日","2017-01-12 15:46:01","１月１２日、久留米市内の複数の家に、久留米市の保険課を名乗る者が電話で「医療費の払い過ぎで還付金がある。」「１２月にはがきを送っていたが、手続きが本日までである。」旨申し立て、銀行やＡＴＭコーナーに誘導する不審電話が発生しています。●このような電話は全て詐欺です。●ＡＴＭを操作して、お金が戻ってくることはありません。●周囲の方にも注意喚起をお願いします。●電話で「お金」は全て詐欺！すぐに相談・１１０番！

配信者：久留米警察署
お問い合わせ・情報提供先
0942-38-0110
"
"発生","田川市","田川市においてニセ電話詐欺","平成２９年１月６日","2017-01-12 17:41:01","　平成２９年１月６日、田川市居住の男性が使用するスマートフォンに「サイトの未払いがある、法的措置を取る。」等のメールが届き、男性がメールに記載された連絡先に電話したところ、「未払金がある、第三者を通せば安くなる。」等言われたため、男性が購入した電子マネーカードのカード番号を相手に伝え、お金を騙し取られる詐欺が発生しました。●電話でお金の話はすべて詐欺です。●不審なメールや電話があれば、家族に相談したり、警察に通報するなどしましょう。

配信者：田川警察署
お問い合わせ・情報提供先
0947-42-0110
"
"発生","若松区今光一丁目","声かけ事案","１月１１日午後３時１５分ころ","2017-01-12 18:26:02","　１月１１日午後３時１５分ころ、若松区今光一丁目付近で、下校中の小学生女児が、見知らぬ男から「ゲームあげるから来て」と声をかけられる事案が発生しました。男は、年齢３０歳位、サングラス、白色マスク、黒っぽいフードのある服、黒っぽいズボンを着用し、白色の車に乗車しています。●見知らぬ人には付いていかない。●危険を感じたら大声を出して逃げる。●防犯ブザーを持つことなど、お子さんと話し合いましょう。

配信者：若松警察署
お問い合わせ・情報提供先
093-771-0110
"
"発生","博多区吉塚１丁目","公然わいせつ事案","１月１２日午後５時３０分ころ","2017-01-13 08:29:01","１月１２日午後５時３０分ころ、博多区吉塚１丁目で男が女児に下半身を見せ、声を掛ける事案が発生しました。犯人は、年齢４０歳位、身長１６０センチくらい、やせ型、薄い青色シャツ、茶色ズボンを着用した男で、歩いて逃走しています。被害に遭わないためにも●不審者を見たら大声を出す。●すぐに１１０番通報する。●防犯ブザーを活用するなどしましょう。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110
"
"発生","八幡西区藤田４丁目","痴漢","１月１３日午前２時ころ","2017-01-13 09:05:01","　１月１３日午前２時ころ、八幡西区藤田４丁目付近で、帰宅中の女性が見知らぬ男から体を触られる事案が発生しました。犯人は、年齢不明、身長１７０センチ位、細身、灰色パーカーを着用しています。●深夜の一人歩きは避ける。●危険を感じたら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：八幡西警察署
お問い合わせ・情報提供先
093-645-0110
"
"発生","南区桧原３丁目","声かけ事案","１月１２日午後６時ころ","2017-01-13 15:43:01","１月１２日午後６時ころ、南区桧原３丁目付近で、女性が見知らぬ男から「お願いだから裸の写真を見せて」と声をかけられる事案が発生しました。男は、身長１６５センチ位、緑色のジャンパー、メガネを着用し、黒っぽい色の自転車に乗車していました。●不審者を見て危険を感じたら、大声を出したり防犯ブザーを活用したりして逃げる。●相手の特徴をできるだけ記憶し、すぐに１１０番通報してください。

配信者：南警察署
お問い合わせ・情報提供先
092-542-0110
"
"発生","南区中尾","わいせつ事案","１月１２日午後６時ころ","2017-01-13 16:52:01","　１月１２日午後６時ころ、南区中尾付近の路上で、女児が、男から体を触られる事件が発生しました。犯人は、小太り、黒っぽいジャンパー、黒っぽいズボン、黒っぽい帽子を着用した男で、黒色自転車に乗車していました。●被害に遭いそうになったら大声を出してすぐ逃げる。●暗い道では防犯ブザーを鳴らせるように準備することなどを心がけましょう。

配信者：南警察署
お問い合わせ・情報提供先
092-542-0110
"
"発生","水巻町緑ヶ丘二丁目","つきまとい","１月１２日午後４時ころ","2017-01-13 18:47:01","　１月１２日午後４時ころ、水巻町緑ヶ丘二丁目付近で、下校中の小学生数名がバイクに乗車した人物からつきまとわれる事案が発生しました。同人の特徴は、白色のフルフェイス型ヘルメット、黒色の服を着用した人物で、１１日にも同様のバイクに乗車した人物が目撃されています。●危険を感じたら大声を出す●防犯ブザーを活用する●なるべく早く１１０番通報する等の対策をとりましょう。

配信者：折尾警察署
お問い合わせ・情報提供先
093-691-0110
"
"発生","博多区堅粕３丁目","公然わいせつ事案","１月１３日午後１０時ころ","2017-01-14 08:30:02","　１月１３日午後１０時ころ、博多区堅粕３丁目で男が女性に下半身を見せる事案が発生しました。犯人は、年齢２０～２５歳位、身長１６５センチメートル位、中肉、黒色ジャンパー、ベージュ色ズボンを着用した男で、歩いて逃走しています。被害に遭わないためにも●不審者を見たら大声を出す。●すぐに１１０番通報する。●防犯ブザーを活用するなどしましょう。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110
"
"発生","福津市日蒔野","つきまとい事案","１月１３日午後４時ころ","2017-01-14 08:51:01","１月１３日午後４時ころ、福津市日蒔野において、帰宅中の女性が、見知らぬ男からつきまとわれる事案が発生しました。男は身長１８０センチ位、サングラス・マスク・灰色ニット帽・灰色スウェット上下を着用していました。●危険を感じたら大声を出す。●防犯ブザーを活用する。●目撃情報等あれば連絡お願いします。

配信者：宗像警察署
お問い合わせ・情報提供先
0940-36-0110
"
"発生","早良区原３丁目","公然わいせつ事案","１月１４日午前８時ころ","2017-01-14 12:14:02","　１月１４日午前８時ころ、早良区原３丁目付近で、男が女性に下半身を露出する事案が発生しました。犯人は、年齢３０歳から４０歳位、身長１７０センチ位、黒色短髪、黒色上衣、黒色ズボンを着用し、徒歩で逃走しています。●不審者を見たら、大声を出しましょう。●防犯ブザーを活用しましょう。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110
"
"発生","若松区中川町","公然わいせつ事案","１月１４日午後１１時００分ころ","2017-01-15 08:42:01","１月１４日午後１１時００分ころ、若松区中川町付近の路上で、男が通行中の女性に対して下半身を露出する公然わいせつ事案が発生しました。男は年齢２０歳から２５歳くらい、身長１７０センチくらい、痩せ型、黒髪、青色ニット帽、黒色長袖ダウンジャケットを着用していました。●不審者を目撃したら逃げる。●近くの人に助けを求める。●防犯ブザーを活用するなどしましょう。

配信者：若松警察署
お問い合わせ・情報提供先
093-771-0110
"
"発生","春日市昇町１丁目","春日市で暴行事案","１月１６日午前８時ころ","2017-01-16 11:43:01","　１月１６日午前８時ころ、春日市昇町１丁目付近で、登校中の小学生女児が、見知らぬ男から手首を掴まれる事案が発生しました。男は、年齢４０～５０歳位、身長１６５センチ位、中肉、黒色上下衣、茶色縁メガネを着用しています。●見知らぬ人にはついていかない。●危険を感じたら大声を出す。●防犯ブザーを持つことなど、お子様と話し合っておきましょう。

配信者：春日警察署
お問い合わせ・情報提供先
092-580-0110
"
"発生","小倉南区富士見１丁目","住宅侵入盗","１月１４日から１月１５日","2017-01-16 16:07:01","１月１４日から１月１５日にかけて、小倉南区富士見１丁目付近で住宅を対象とした侵入盗が連続発生しました。犯人は窓ガラスを割るなどして室内に侵入し金品を窃取しています。●外出の際は、確実に鍵を掛けているかもう一度確認しましょう●強化ガラスや防犯シリンダーを設置する等の対策を行いましょう。

配信者：小倉南警察署
お問い合わせ・情報提供先
093-923-0110
"
"発生","古賀市花見南２丁目","公然わいせつ事案","１月１６日午後１０時３０分ころ","2017-01-17 08:01:01","１月１６日午後１０時３０分ころ、古賀市花見南２丁目付近の路上で、男が徒歩で帰宅中の女性に、「すいません。ちょっと見てくれませんか。」と声をかけた後、下半身を見せるという事案が発生しました。犯人は、年齢２０歳から３０歳くらい、身長１６５センチから１７０センチくらい、やせ型、黒色くせ毛の短髪、黒色ダウンジャケット、色不明のズボン着用の男です。●深夜の一人歩きは避ける。●危険を感じたら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：粕屋警察署
お問い合わせ・情報提供先
092-939-0110
"
"発生","東区原田１丁目","痴漢事案","１月１６日午後８時ころ","2017-01-17 13:44:01","１月１６日午後８時ころ、東区原田１丁目付近で、徒歩で通行中の女性が、後ろから自転車で近付いてきた男に身体を触られる事案が発生しました。男は、年齢不詳、中肉中背、茶色またはベージュ色のダウンジャケットを着用していました。●スマホを見ながら歩かない●身の危険を感じたら大声を出し、すぐに１１０番する●防犯ブザーを活用するなどしましょう。

配信者：東警察署
お問い合わせ・情報提供先
092-643-0110
"
"発生","朝倉市","ニセ電話詐欺未遂","１月１６日午後６時ころ","2017-01-17 13:51:01","１月１６日午後６時ころ、朝倉市居住の高齢者に、男性から架空の訴訟目的で「明日までに現金を振り込まなければ裁判所に行ってもらいます」などの不審な電話がありました。詐欺に遭わないために●身に覚えのない請求は無視しましょう●不安を感じたら警察や家族に相談しましょう●身近な高齢者の方に「あやしい電話に気をつけて」などの呼びかけをお願いします。

配信者：朝倉警察署
お問い合わせ・情報提供先
0946-22-0110
"
"発生","春日市千歳町","つきまとい事案","１月１７日午後５時２８分ころ","2017-01-18 07:53:01","　１月１７日午後５時２８分ころ、春日市千歳町で、通行中の小学女児が不審な自転車に乗車した男からつきまとわれる事案が発生しました。
　男は、年齢３０～４０代位、中肉、眼鏡、丸顔、黒色ロングＴシャツを着て、黒色の自転車
に乗車しています。●夕暮れ時など、暗くなってからの一人歩きは避ける。●危険を感じたら大声を出す。●防犯ブザーを活用するなどしましょう。
　




配信者：春日警察署
お問い合わせ・情報提供先
092-580-0110
"
"発生","東区香椎浜４丁目","声掛け事案","１月１７日午後９時頃","2017-01-18 09:43:01","１月１７日午後９時頃に東区香椎浜４丁目付近で、見知らぬ男が女子高生に対して、わいせつな声掛けを行う事案が発生しました。男は、年齢５０歳代、身長１６０センチ位、中肉、面長、銀縁眼鏡、赤色チェック柄シャツ、作業ズボンを着用していました。●深夜の一人歩きは避ける●不審者を見たら大声を出す●防犯ブザーを活用する●すぐに１１０番通報するなどしましょう。

配信者：東警察署
お問い合わせ・情報提供先
092-643-0110
"
"発生","東区香椎駅東１丁目","公然わいせつ事案","１月１７日午後８時ころ","2017-01-18 11:54:01","　１月１７日午後８時ころ、東区香椎駅東１丁目付近の路上で、徒歩帰宅中の２人組の女子高校生に対して、男が下半身を見せる事案が発生しました。犯人は年齢５０歳から６０歳くらいで小柄な男性であり、徒歩で立ち去りました。●不審者を見たら大声を出す●防犯ブザーを活用する●すぐに１１０番通報するなどしましょう。

配信者：東警察署
お問い合わせ・情報提供先
092-643-0110
"
"発生","春日市須玖北５丁目","痴漢事案","１月１８日午後７時ころ","2017-01-19 08:18:02","　１月１８日午後７時ころ、春日市須玖北５丁目付近で、自転車で帰宅中の女性が、男から体を触られる事件が発生しました。犯人は、年齢不明、白系のフルフェイスヘルメット、黒色ダウンジャケットを着用し、スクータータイプの黒色原付バイクに乗車しています。●深夜の一人行動は避ける。●危険を感じたら大声を出す。●移動しながら携帯電話、イヤホン等を使用しない。●防犯ブザーを活用するなどしましょう。

配信者：春日警察署
お問い合わせ・情報提供先
092-580-0110
"
"発生","豊前市内","声かけ事案","１月１８日午後４時３０分ころ","2017-01-19 16:02:02","　１月１８日午後４時３０分ころ、豊前市内において下校中の児童が、後方から来た車両乗車の男から走って追いかけられるなどの事案が発生しました●男は、２０～３０歳代、身長１７５センチくらいの肥満体系で、白色ワンボックスの車両に乗車していました●危険を感じたら大声を出しましょう●不審者・不審車両を目撃した時は即１１０番をしましょう。

配信者：豊前警察署
お問い合わせ・情報提供先
0979-82-0110
"
"発生","久留米市内","ニセ電話詐欺","１月１８日及び１９日","2017-01-19 19:20:02","　１月１８日及び１９日、久留米市内で、地域福祉センターの職員を名乗る男から電話があり、「医療費の還付金があります。」「払い戻しをしますのでＡＴＭに行って着いたら教えた番号に連絡ください。」などと言葉巧みに誘導され、無人ＡＴＭで２回にわたり現金を振り込み、お金をだまし取られる詐欺事件が発生しました。●このような電話はすべて詐欺です。●ＡＴＭを操作して、お金が戻ってくることはありません。●周囲の方にも注意喚起をお願いします。●電話で「お金」は全て詐欺！すぐに相談・１１０番！


配信者：久留米警察署
お問い合わせ・情報提供先
0942-38-0110
"
"発生","久留米市北野町","久留米市で複数の不審者情報","１月１８日午後４時ころ","2017-01-20 14:03:01","　１月１８日午後４時ころ、久留米市北野町付近で、帰宅中の児童らが、見知らぬ男から、「電話番号教えて」と声をかけられたり、服を掴まれたりする事案が発生しました。男は、年齢２０歳から３０歳くらい、身長１７５センチメートルくらい、黒色上下の服で、マスク、サングラス、ニット帽を着用しており、なかには白色車両に乗車しているとの情報もあります。●防犯の合言葉「いか・の・お・す・し」を復習する。●怖いと思う場所・人には近づかない。●防犯ブザーを身に着けるなど、お子さんと話し合いましょう。

配信者：久留米警察署
お問い合わせ・情報提供先
0942-38-0110
"
"発生","宗像市土穴４丁目","暴行事案","１月２０日午後１０時ころ","2017-01-21 08:26:01","１月２０日午後１０時ころ、宗像市土穴４丁目付近で、徒歩通行中の女性が、近づいてきた者から突然抱きつかれる事案が発生しました。●危険を感じたら大声を出す。●防犯ブザーを活用する。●時々後ろを振り返って警戒していることをアピールするなどしましょう。

配信者：宗像警察署
お問い合わせ・情報提供先
0940-36-0110
"
"発生","粕屋町","盗撮事案","１月２０日午後７時ころ","2017-01-21 08:33:01","　１月２０日午後７時ころ、粕屋町の大型商業施設内で、男が女子高校生の後方から近づきスカート内にバッグを差し入れ、盗撮するという事案が発生しました。犯人は３０から４０歳代の大柄な男、角刈の短髪、眼鏡、ベージュ色の作業着を着用しています●時々振り返って、警戒していることをアピールする●身に危険を感じたら、大きな声で助けを求め、すぐに１１０番通報しましょう。

配信者：粕屋警察署
お問い合わせ・情報提供先
092-939-0110
"
"発生","南区市崎","つきまとい事案","１月２０日午後５時ころ","2017-01-21 09:24:01","　１月２０日午後５時ころ、南区市崎付近で、小学生女児が見知らぬ男から後をつけられる事案が発生しました。男は中学生か高校生くらい、身長１７０センチくらい、やせ型、色黒、めがね無しで赤色ジャージ上下を着用で、自転車に乗車していました。●不審者を見て危険を感じたら大声を出したり防犯ブザーを活用したりして逃げること。●見知らぬ男にはついて行かないこと。●相手の特徴をできるだけ覚えて、すぐに１１０番通報することなどを、お子さんと話し合いましょう。

配信者：南警察署
お問い合わせ・情報提供先
092-542-0110
"
"発生","博多区麦野４丁目","博多区で公然わいせつ事案","１月２０日午後４時３０分ころ","2017-01-21 10:04:01","１月２０日午後４時３０分ころ、博多区麦野４丁目付近において、未成年の女性に男が陰部を見せるという事案が発生しました。男は、高校生くらい、中肉、上下黒色の制服風の服、黒色靴、黒髪の男で、灰色自転車に乗車していました。被害にあわないためにも●その場からすぐ逃げる●大声でさけぶ●防犯ブザーを活用するなどしましょう。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110
"
"発生","田川郡香春町","香春町においてニセ電話詐欺","平成２９年１月２０日","2017-01-21 16:07:02","平成２９年１月２０日、田川郡香春町居住の女性が使用する携帯電話に「利用履歴があり退会確認が取れないため料金が発生。」等のメールが届き、女性がメールに記載された連絡先に電話したところ、「既にブラックリストに載せてあり、それを外すのに費用が必要。」等言われたため、女性が購入した電子マネーカードのカード番号を相手に伝え、お金を騙し取られる詐欺が発生しました。●電話でお金の話は全て詐欺です。●不審なメールや電話があれば、家族に相談したり、警察に通報するなどしましょう。

配信者：田川警察署
お問い合わせ・情報提供先
0947-42-0110
"
"発生","博多区博多駅前４丁目","痴漢事案","１月２２日午前５時ころ","2017-01-22 09:52:01","１月２２日午前５時ころ、博多区博多駅前４丁目で女性が男から身体を触られる事案が発生しました。犯人は、年齢２０～３０歳くらい、身長１７０センチメートルくらい、中肉、上衣は灰色スウェット着用、東南アジア人風の男でした。被害に遭わないためにも●不審者を見たら大声を出す。●すぐに１１０番通報する。●防犯ブザーを活用するなどしましょう。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110
"
"発生","須惠町大字上須惠","公然わいせつ事案","１月２２日午後０時半ころ","2017-01-22 19:35:01","１月２２日午後０時半ころ、須惠町大字上須惠付近で、男が徒歩帰宅中の女性に下半身を見せるという事案が発生しました。犯人は年齢５０歳代、身長１７０センチメートルくらい、中肉、黒色ニット帽、黒色ジャンパー、黒色ズボン、灰色手袋着用の男です。●不審者を見たら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：粕屋警察署
お問い合わせ・情報提供先
092-939-0110
"
"発生","南区向野２丁目","公然わいせつ事案","１月２２日午後０時ころ","2017-01-23 10:40:02","　１月２２日午後０時ころ、南区向野２丁目付近で、女性に対し、下半身を見せるという事案が発生しました。犯人は、年齢３０～４０歳位の男、身長１７０センチ位、黒色コート、黒色ズボン、黒縁メガネを着用しています。●不審者を見たら大声を出して逃げる。●防犯ブザーを活用する。●犯人の特徴をできるだけ覚えて、すぐに１１０番通報をお願いします。

配信者：南警察署
お問い合わせ・情報提供先
092-542-0110
"
