"種別","場所","内容","日付","受信日時","メール本文"
"発生","城南区南片江５丁目","わいせつ事案","１月９日午後１０時ころ","2018-01-10 08:26:01","１月９日午後１０時ころ、城南区南片江５丁目付近の路上で、通行中の女性が、後方から来た男から口を押えられ、体を触られる事案が発生しました。男は、年齢２０歳位、身長１７５センチ位、黒色上下服を着用していました。●深夜の一人歩きは避けましょう。●危険を感じたら大声を出しましょう。●防犯ブザーを活用しましょう。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110
"
"発生","西区姪","公然わいせつ事案","１月９日午後３時３０分ころ","2018-01-10 16:59:01","　１月９日午後３時３０分ころ、福岡市西区姪の浜３丁目付近において、自宅敷地内で遊んでいた小学生女児に対し、下半身を見せる事案が発生しました。犯人は年齢３０歳から５０歳くらい、身長１６５センチから１７０センチくらい、体格が中肉の男性です。●保護者の方は不審者を見たら大声を出す●防犯ブザーを活用する等とお子さんと話し合っておきましょう。

配信者：西警察署
お問い合わせ・情報提供先
092-805-6110
"
"検挙","小倉北区下富野一丁目及び砂津二丁目","痴漢事案","８月２５日","2018-01-11 11:58:02","８月２５日にお知らせしました小倉北区下富野一丁目及び砂津二丁目における痴漢事案については、２４歳の男を検挙しました。情報の提供や地域のパトロールなど、ご協力ありがとうございました。

配信者：小倉北警察署
お問い合わせ・情報提供先
093-583-0110
"
"発生","八幡西区小鷺田町","わいせつ事案","１月１１日午後５時ころ","2018-01-12 08:10:01","　１月１１日午後５時ころ、八幡西区小鷺田町で、小学校女児が見知らぬ男から体をさわられる事案が発生しました。男は、年齢４０歳位、身長１６５センチ位、中肉、黒色上下の服装、白色マスクを着用しています。●危険を感じたら大声を出す。●見知らぬ人にはついていかない。●防犯ブザーを持つことなど、お子さんと話し合いましょう。

配信者：八幡西警察署
お問い合わせ・情報提供先
093-645-0110
"
"発生","岡垣町","ニセ電話詐欺未遂","１月１２日午前９時ころ","2018-01-12 15:56:01","　１月１２日午前９時ころ、岡垣町居住の男性方に甥を騙る男から「病院の待合室にいる間にバッグを盗まれた。財布や携帯電話も入っている。誰にも言わないで欲しい。また電話する」旨内容の電話がかかってくる事案がありました。不審に思った男性が家族に相談し、詐欺であると気づき被害はありませんでした。●電話でお金は全て詐欺●電話がかかってきた際は家族、警察に連絡する●日頃から家族と話し合い、防犯対策をとりましょう。

配信者：折尾警察署
お問い合わせ・情報提供先
093-691-0110
"
"検挙","中間市土手ノ内","痴漢被疑者","平成２９年１１月２４日","2018-01-12 15:59:01","　平成２９年１１月２４日、中間市土手ノ内で発生した痴漢事案については６０代の男を検挙しました。情報の提供や地域のパトロールなど、ご協力ありがとうございました。

配信者：折尾警察署
お問い合わせ・情報提供先
093-691-0110
"
"発生","小倉北区大畠３丁目","ひったくり事案","１月１２日午後５時ころ","2018-01-12 20:00:01","１月１２日午後５時ころ、小倉北区大畠３丁目の路上で、徒歩進行中の女性がすれ違い様に男からバッグをひったくられる事件が発生しました。犯人は年齢３０歳から４０歳くらい、身長１６５センチメートルくらい、黒色フード付き上衣、黒色ズボンを着用し、現場から走って逃走しています。●携帯電話を使用しながら、音楽を聴きながらのながら歩きはやめましょう。●バッグは車道側と反対の方に持ちましょう。●時々振り返るなど後方にも気を付けましょう。

配信者：小倉北警察署
お問い合わせ・情報提供先
093-583-0110
"
"発生","大刀洗町大字鵜木","声掛け事案","１月１２日午後９時３０分ころ","2018-01-13 08:22:02","１月１２日午後９時３０分ころ、三井郡大刀洗町大字鵜木で、女子中学生が徒歩で進行中、車両に乗車した男から「どこ行くと？車に乗って。」等と声を掛けられる事案が発生しました。男は、年齢４０歳から５０歳位、黒髪短髪、髭と眼鏡は無く、白色ＳＵＶ型車両（後部にタイヤ付き）に乗車し、いずれかへ立ち去っています。●夜中の一人歩きは避けましょう。●危険を感じたら大声を出しましょう。●防犯ブザーを活用するなどしましょう。

配信者：小郡警察署
お問い合わせ・情報提供先
0942-73-0110
"
"発生","東区馬出４丁目","声かけ事案","１月１２日午後５時ころ","2018-01-13 17:53:01","　１月１２日午後５時ころ、福岡市東区馬出４丁目付近で、通行中の小学生男児が車に乗った男から氏名と年齢を尋ねられ、走って逃げたところ追いかけられる事案が発生しました。男は黒い車に乗り、年齢２０代前半、青い帽子、作業着を着用していました。●声をかけられても相手にむやみに近寄らず、つかまれないくらいの距離を保つ。●危険を感じたら大声を出す。●防犯ブザーを活用する。●大人の人にすぐに知らせるなど家庭で話し合いましょう。

配信者：東警察署
お問い合わせ・情報提供先
092-643-0110
"
"発生","須恵町","痴漢","１月１３日午後１０時００分ころ","2018-01-14 09:18:01","１月１３日午後１０時００分ころ、須恵町付近で、帰宅中の女性が、男から体を触られる事件が発生しました。犯人は、年齢６０歳代、白っぽい色のジャンパーとズボンを着用し、灰色の自転車で逃走しています。●深夜の一人歩きは避ける。●時々後ろを振り返って、警戒していることをアピールする。●防犯ブザーを活用するなどしましょう。●身の安全を確保したのち、直ちに１１０番通報をお願いします。

配信者：粕屋警察署
お問い合わせ・情報提供先
092-939-0110
"
"発生","門司区清見３丁目","公然わいせつ事案","１月１５日午後７時ころ","2018-01-16 08:22:01","１月１５日午後７時ころ、門司区清見３丁目付近で下半身を露出した男性が徘徊している事案が発生しました。犯人は、年齢２０歳位、身長１７０センチ位、黒っぽい服装です。●身に危険を感じたら、大きな声で助けを求め、すぐに１１０番通報しましょう。

配信者：門司警察署
お問い合わせ・情報提供先
093-321-0110
"
"発生","八幡西区上","声かけ事案","１月１５日午後５時ころ","2018-01-16 09:19:01","１月１５日午後５時ころ、八幡西区上の原３丁目付近で、帰宅中の小学生男児が、見知らぬ男から「車で送るからちょっと来て」と声をかけられる事案が発生しました。男は、５０歳代位、身長１７０センチ位、黒色ニット帽、白色マスク、黒っぽい服装でした。●見知らぬ人にはついていかない。●危険を感じたら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：八幡西警察署
お問い合わせ・情報提供先
093-645-0110
"
"発生","八幡西区上上津役４丁目","公然わいせつ事案","１月１５日午後１０時ころ","2018-01-16 09:28:01","１月１５日午後１０時ころ、八幡西区上上津役４丁目付近で、男が女性に下半身を見せるという事案が発生しました。犯人は、年齢２０歳代位、身長１６０センチ位、黒色ジャンパー、ベージュ色ズボン、白色マスクを着用していました。●不審者を見たら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：八幡西警察署
お問い合わせ・情報提供先
093-645-0110
"
"発生","西区富士見","公然わいせつ事案","１月１５日午後４時ころ","2018-01-16 11:55:01","１月１５日午後４時ころ、福岡市西区富士見で、男が下半身を露出する公然わいせつ事案が発生しました。犯人は５０～７０歳くらいで、中肉、黒色ジャンパー、黒色作業ズボン、紺色ニット帽、白色マスク着用で、自転車を使用しています。●危険を感じたら大声を出す。●不審者を見たら、すぐに１１０番通報しましょう。

配信者：西警察署
お問い合わせ・情報提供先
092-805-6110
"
"発生","東区名島５丁目","公然わいせつ事案","１月１７日午前５時ころ","2018-01-17 08:07:02","　１月１７日午前５時ころ、福岡市東区名島５丁目付近で、女性が徒歩帰宅中、陰部を露出した男から追いかけられる事案が発生しました。犯人は、年齢３０から４０歳代くらい、頭に赤色のバンダナを巻いている、作業着着用の男でした。●身に危険を感じたら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：東警察署
お問い合わせ・情報提供先
092-643-0110
"
"発生","太宰府市五条６丁目","痴漢事案","１月１６日午後７時ころ","2018-01-17 08:54:01","１月１６日午後７時ころ、太宰府市五条６丁目付近で、通行中の女性が男からスカートをめくられる事案が発生しました。男は、年齢２０歳代、身長１７０センチから１８０センチ位、やせ型、深緑色のジャンパー、長ズボンを着用しています。●時々後ろを振り返って警戒していることをアピールする。●危険を感じたら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：筑紫野警察署
お問い合わせ・情報提供先
092-929-0110
"
"発生","糸島市二丈福井","糸島市における住居侵入事案","１月１６日午後７時ころ","2018-01-17 10:02:01","　１月１６日午後７時ころ、糸島市二丈福井の一軒家において、何者かが家屋敷地内に侵入し、トイレ内を覗くためトイレの窓を開けようとした事案が発生しました。犯人の人相着衣等は全く不明です。●窓等の施錠をきちんとしましょう。●目撃情報等があれば連絡をお願いします。

配信者：糸島警察署
お問い合わせ・情報提供先
092-323-0110
"
"発生","西区今宿３丁目","声掛け事案","１月１６日午後３時ころ","2018-01-17 11:51:02","１月１６日午後３時ころ、福岡市西区今宿３丁目付近で、小学生女児２名が自転車に乗った男から声を掛けられる事案が発生しました。犯人は３０歳くらい、痩せ型で灰色の長ズボンを着用し、黒色の自転車に乗車しています。●危険を感じたら大声を出す。●不審者を見たら、すぐに１１０番通報しましょう。

配信者：西警察署
お問い合わせ・情報提供先
092-805-6110
"
"発生","直方市内","ニセ電話詐欺未遂","１月１６日午後０時ころ","2018-01-17 14:20:01","１月１６日午後０時ころ、直方市内に居住する女性の携帯電話に、「会員登録の未納料金が発生している。今日中に連絡がない場合、法的手続きに移行する」とメールが届き、女性がメールに添付されていた電話番号に電話をしたところ「１０万円分の電子マネーを購入し、電子マネーの番号を教えてほしい」等と言葉巧みに指示される事件が発生しました。●多額の電子マネーを買っている人や、電子マネーを見ながら通話している人を見かけた際は、「詐欺ではないですか？」と声掛けをお願いします●電話でのお金はすべて詐欺！すぐに相談・１１０番！

配信者：直方警察署
お問い合わせ・情報提供先
0949-22-0110
"
"発生","小倉南区企救丘１丁目","暴行事案","１月１７日午前８時ころ","2018-01-17 16:51:02","１月１７日午前８時ころ、小倉南区企救丘１丁目付近において、徒歩にて通行中の女児が、徒歩で近づいてきた中年の男から、声を掛けられて、腕を掴まれる事案が発生しました。男は年齢４０歳以上、中肉、黒色ベンチコート、青色帽子を着用しています。●見知らぬ人にはついていかない。●危険を感じたら大声を出す。●防犯ブザーを持つことなど、お子さんと話し合いましょう。●防犯アプリ「みまもっち」をインストールして活用しましょう。

配信者：小倉南警察署
お問い合わせ・情報提供先
093-923-0110
"
"発生","筑紫野市石崎２丁目","不審者情報","１月１７日午後４時ころ","2018-01-17 18:31:01","１月１７日午後４時ころ、筑紫野市石崎２丁目付近の路上で、下校中の小学生女児が後方から走って来た男に腕を掴まれそうになるという事案が発生しました。男は、年齢３０歳位、身長１７０センチメートル位、フードに毛皮が付いた黒色ウインドブレーカー、黒色ズボン、白色マスクを着用しています。●防犯ブザー等を活用する。●日頃から家族で防犯について話し合う。●不審者に遭遇したらすぐに１１０番通報してください。

配信者：筑紫野警察署
お問い合わせ・情報提供先
092-929-0110
"
"発生","小倉南区守恒本町２丁目","公然わいせつ","１月１７日午後３時ころ","2018-01-18 11:42:01","１月１７日午後３時ころ、小倉南区守恒本町２丁目において、２０歳代女性が徒歩通行中、見知らぬ男から陰部を見せつけられるという事案が発生しました。犯人は年齢５０～６０歳位、１７５センチ位、灰色短髪、眼鏡有、黒色ジャージ上下を着用し徒歩で逃走しています。●周囲の安全を確認する●不審者を見たら大声をだす●防犯ブザーを活用するなどしましょう。

配信者：小倉南警察署
お問い合わせ・情報提供先
093-923-0110
"
"発生","大木町大字筏溝","声かけ事案","1月１７日午後３時１５分ころ","2018-01-18 14:10:01","　1月１７日午後３時１５分ころ、三潴郡大木町大字筏溝の路上付近で、徒歩で帰宅中の女子児童が、見知らぬ男から声をかけられる事案が発生しました。犯人は３０歳から４０歳代の男で、灰色のパーカーを着ていました。被害を防止するために●不審者を見たら大声を出して助けを呼ぶ●１１０番通報する●防犯ブザーを活用するなどしましょう。

配信者：筑後警察署
お問い合わせ・情報提供先
0942-52-0110
"
"発生","お知らせした、「大木町","【場所訂正】","１月１８日","2018-01-18 15:38:01","１月１８日にお知らせした、「大木町で声かけ事案が発生」については、発生場所を「三潴郡大木町大字横溝」と訂正します。

配信者：筑後警察署
お問い合わせ・情報提供先
0942-52-0110
"
"発生","小倉南区下南方２丁目","声かけ事案","１月１８日午前８時ころ","2018-01-18 17:20:02","１月１８日午前８時ころ、小倉南区下南方２丁目付近において、徒歩で通行中の女児が、見知らぬ男から「今日は何日。今日は何曜日。」等と声を掛けられ、しばらくの間、後ろからつけられる事案が発生しました。男は、年齢５０歳位、身長１７０センチ位、黒色っぽい服装をしています。●見知らぬ人にはついていかない。●危険を感じたら大声を出す。●防犯ブザーを持つことなど、お子さんと話し合いましょう。●防犯アプリ「みまもっち」をインストールして活用しましょう。

配信者：小倉南警察署
お問い合わせ・情報提供先
093-923-0110
"
"発生","若松区二島三丁目","痴漢","平成３０年１月１８日午後７時ころ","2018-01-18 20:10:01","　平成３０年１月１８日午後７時ころ、若松区二島三丁目付近で、徒歩で通行中の女性が後方から来た男から体を触られる事案が発生しました。男は色不明のニット帽を着用していました。●危険を感じたら大声を出す。●防犯ブザーを活用する。●できるだけ一人にならず、明るく人通りの多い道を通る。などの防犯対策を行いましょう。

配信者：若松警察署
お問い合わせ・情報提供先
093-771-0110
"
"発生","八幡西区上","声かけ事案","１月１８日午後４時ころ","2018-01-19 09:12:01","１月１８日午後４時ころ、八幡西区上の原３丁目付近で、徒歩で帰宅中の小学生男児が、車に乗った男から「何年生」と声をかけられる事案が発生しました。男は、６０～７０歳位、白髪短髪、クリーム色の車に乗っています。●見知らぬ人にはついていかない。●危険を感じたら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：八幡西警察署
お問い合わせ・情報提供先
093-645-0110
"
"発生","糸島市二丈福井","糸島市におけるのぞき事案","1月１８日午後６時ころ","2018-01-19 09:37:01","　1月１８日午後６時ころ、糸島市二丈福井の戸建て住宅で、家人が入浴中に何者かが風呂の窓の隙間から携帯電話で浴室内を撮影する事案が発生しました。●入浴時は窓を施錠し，浴室内が見えないようにしましょう。●浴室の外にはセンサーライトを付けるなど防犯グッズを活用しましょう。●目撃情報等があれば通報をお願いします。

配信者：糸島警察署
お問い合わせ・情報提供先
092-323-0110
"
"発生","小倉北区","悪質商法","１月１９日午前１０時ころ","2018-01-19 17:14:01","　１月１９日午前１０時ころ、小倉北区に所在する事業者に、清掃業者を名乗る男が訪問して、分電盤の清掃名目で高額な料金を請求するという事案が発生しました。訪問業者は「今から伺います。」等と電話を掛けたうえで訪問し、特に詳しい説明もなく契約書にサインを求め、多額の料金を請求しています。●不用意に契約書等にサインをしないようにしましょう。●事業者間の契約には原則クーリングオフは適用されませんので、注意しましょう。

配信者：小倉北警察署
お問い合わせ・情報提供先
093-583-0110
"
"発生","香春町大字高野","つきまとい事案","１月１９日午後１時ころ","2018-01-19 19:05:01","　１月１９日午後１時ころ、香春町大字高野において、徒歩帰宅中の女性が、車に乗った男からつきまとわれる事案が発生しました。男は５０歳から６０歳位で、黒色の自動車に乗っていました。●防犯ブザーを活用する。●不審な人物を見かけたら１１０番通報するなどしましょう。

配信者：田川警察署
お問い合わせ・情報提供先
0947-42-0110
"
"発生","朝倉市馬田","声かけ事案","１月１９日午後５時ころ","2018-01-19 19:58:01","１月１９日午後５時ころ、朝倉市馬田の路上で、帰宅中の女性が自転車に乗った見知らぬ男から「どこの学校なん、この前の成人式見に行った。」などと声をかけられる事案が発生しました。男は年齢５０歳代、身長１６５～１７０センチ位、中肉、黒色のパーカーを着て、自転車に乗っていました。●人通りの多い道を通る●危険を感じたら大声を出す●防犯ブザーを活用するなどしましょう。

配信者：朝倉警察署
お問い合わせ・情報提供先
0946-22-0110
"
"発生","添田町大字添田","添田町においてつきまとい事案","１月１９日午後４時ころ","2018-01-19 20:31:01","１月１９日午後４時ころ、添田町大字添田で徒歩帰宅中の女性が、男からつきまとわれる事案が発生しました。男は、年齢６０歳位、青色トレーナー、黒色ジーンズ、灰色帽子を着用していました。●危険を感じたら大声を出す。●防犯ブザーを活用する。●不審な人物を見かけたら１１０番通報しましょう。

配信者：田川警察署
お問い合わせ・情報提供先
0947-42-0110
"
"発生","電車内","公然わいせつ","1月１９日午後４時３７分ころ","2018-01-20 08:13:01","1月１９日午後４時３７分ころ、JR折尾駅から黒崎駅までの間の電車内で、男が下校中の女子生徒に下半身を見せるという事案が発生しました。犯人は、年齢２０歳代、身長１７０センチメートルくらい、紺色コート着用、深緑色リュック所持の男１名です。●不審者を見たら大声を出して周囲に助けを求める。●すぐに１１０番通報する。●防犯ブザーを活用するなどしましょう

配信者：八幡西警察署
お問い合わせ・情報提供先
093-645-0110
"
"発生","被害者","架空請求詐欺事件","平成30年1月19日","2018-01-20 08:38:01","平成30年1月19日、被害者の携帯電話に、通信販売会社を騙り「有料サイト使用に対して未納料金がある」旨のメールが送信され、被害者がメール記載の電話番号に電話したところ、同社社員を名乗る男から「未納料金を今日中に支払うように」等と言われ、男の指示通り、自宅付近のコンビニエンスストアで多機能端末を使用して29万8000円を支払うという詐欺事件が発生しました●身に覚えのない請求には応じない●電話でお金はすべて詐欺●電話でお金に関する話があった時は家族等に相談しましょう。

配信者：大牟田警察署
お問い合わせ・情報提供先
0944-43-0110
"
"発生","若松区高須1丁目","公然わいせつ事案","1月20日午前2時ころ","2018-01-20 08:44:01","1月20日午前2時ころ、若松区高須1丁目で、男が女性に下半身を見せるという事案が発生しました。男は年齢50歳くらい、黒色ジャンパー、黒色ズボン、白色マスク、黒色帽子を着用しており、徒歩で逃走しています。●防犯ブザーを持ち歩きましょう。●明るく人通りの多い道を選びましょう。●不審者を見かけたらすぐに１１０番通報をお願いします。

配信者：若松警察署
お問い合わせ・情報提供先
093-771-0110
"
"発生","八幡西区内","ニセ電話詐欺未遂事件","1月１９日午後０時４５分ころ","2018-01-20 09:13:01","1月１９日午後０時４５分ころ、八幡西区内の男性の携帯電話に「サイトの登録料金が未納である」という内容の架空請求メールが届き、詐欺未遂事件が発生しています。●身に覚えのない電話は無視しましょう。●身近なご高齢の方に「詐欺に気をつけて」等の呼びかけをお願いします。●不安を感じたら警察や家族に相談しましょう。

配信者：八幡西警察署
お問い合わせ・情報提供先
093-645-0110
"
"発生","小倉南区湯川一丁目","声かけ事案","１月１８日午後５時ころ","2018-01-20 09:30:01","１月１８日午後５時ころ、小倉南区湯川一丁目付近において、徒歩にて通行中の女児が、見知らぬ男から「お菓子あげるから、おじちゃんの家においで」等と声をかけられる事案が発生しました。男は、年齢５０歳位、身長１６５～１７０センチ位、白髪まじりの長髪、黒っぽい服装をしています。●見知らぬ人にはついていかない。●危険を感じたら大声を出す。●防犯ブザーを持つことなど、お子さんと話し合いましょう。●防犯アプリ「みまもっち」をインストールして活用しましょう。

配信者：小倉南警察署
お問い合わせ・情報提供先
093-923-0110
"
"発生","小倉北区浅野二丁目","公然わいせつ事案","平成３０年１月２０日午前４時４６分ころ","2018-01-20 10:03:01","　平成３０年１月２０日午前４時４６分ころ小倉北区浅野二丁目付近において、駐車場で車両に乗車していた女性に対し、男が下半身を見せるという事案が発生しました。犯人は年齢４０代から５０代の男、身長１６５センチ位、灰色上衣を着用しています。●不審者を見たら大声を出す。●深夜の一人歩きは避ける●防犯ブザーを活用するなどしましょう。

配信者：小倉北警察署
お問い合わせ・情報提供先
093-583-0110
"
"発生","西区内浜１丁目","公然わいせつ事案","１月２２日午前０時３０分ころ","2018-01-22 15:16:01","１月２２日午前０時３０分ころ、福岡市西区内浜１丁目付近で、男が下半身を露出する公然わいせつ事案が発生しました。犯人は年齢２０～３０歳くらいで、身長１７０センチくらい、中肉、眼鏡着用、黒色キャップ、黒色パーカー、Ｇパンを着用しています。●危険を感じたら大声を出す。●不審者を見たら、すぐに１１０番通報しましょう。

配信者：西警察署
お問い合わせ・情報提供先
092-805-6110
"
"発生","南区大楠３丁目","公然わいせつ事案","１月２２日午後５時ころ","2018-01-22 18:05:01","　１月２２日午後５時ころ、南区大楠３丁目付近で、男が女性に下半身を見せる事案が発生しました。犯人は、年齢６０歳くらい、がっちり型、黒っぽい帽子、黒っぽい上衣を着用し、黒っぽい自転車に乗車していました。●危険を感じたら大声を出すか、防犯ブザーを活用して助けを求めましょう。●犯人の特徴をできるだけ覚えて、すぐに１１０番通報をし、捜査に対するご協力をお願いします。

配信者：南警察署
お問い合わせ・情報提供先
092-542-0110
"
"発生","西区愛宕浜４丁目","公然わいせつ事案","１月２２日午後５時ころ","2018-01-22 18:49:02","１月２２日午後５時ころ、西区愛宕浜４丁目付近の公園で、男が女性に下半身を見せるという事案が発生しました。犯人は、年齢３０歳代の男、身長１６５センチ位、黒髪短髪、灰色のような作業着上衣、青色ジーパンを着用の男です。●不審者を見たら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：西警察署
お問い合わせ・情報提供先
092-805-6110
"
"発生","粕屋警察署管内","粕屋警察署管内でオレオレ詐欺が多発","昨年１２月以降","2018-01-23 16:50:01","昨年１２月以降、粕屋警察署管内では、息子や孫、甥をかたる犯人によるオレオレ詐欺の不審電話が多数確認されています。犯人は電話で「会社のお金を株や投資に使ってしまった。警察沙汰になる。」「今日中にお金が必要なので、東京まで持って来てほしい。」「お金の引き出し理由として『家のリフォーム代』『車の支払い』と伝えてほしい。」「代わりの者を行かせる。」などの言葉を使っています。●電話で「お金」の話は全て詐欺です。●身内と名乗る者からの電話があっても一度電話を切り、自分の知っている電話番号に掛け直して確認しましょう。

配信者：粕屋警察署
お問い合わせ・情報提供先
092-939-0110
"
"発生","中央区渡辺通２丁目","ひったくり","１月２３日午後１０時ころ","2018-01-24 07:56:01","　１月２３日午後１０時ころ、中央区渡辺通２丁目で、徒歩通行中の女性がトートバッグをひったくられる事件が発生しました。犯人は、黒色スクーターに乗った男１名で、黒っぽい服装、黒色フルフェイスヘルメットを着用しています。被害に遭わないためにも、●バッグは車道側と反対の方に持つ。●携帯電話を使用しながら歩かない。●時々振り返るなど後方にも気を配りましょう。


配信者：中央警察署
お問い合わせ・情報提供先
092-734-0110
"
