"種別","場所","内容","日付","受信日時","メール本文"
"発生","博多区築港本町４番","声かけ事案","１月８日午後５時ころ","2020-01-09 10:36:02","１月８日午後５時ころ、博多区築港本町４番付近で、徒歩通行中の男児が見知らぬ男と女から「車に乗ってく。」等と声を掛けられる事案が発生しました。男は、年齢２０歳代くらい、身長１７５センチメートルくらい、上下黒色スーツ、黒縁メガネを着用しており、女は、年齢２０歳代くらい、ジーパン様のズボンを着用しており、車で逃走しています。●危険を感じたら大声を出す。●見知らぬ人にはついていかない。●防犯ブザーを持つことなど、お子さんと話し合いましょう。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110
"
"発生","若松区老松２丁目","ひったくり","１月８日（水）午後４時３０分ころ","2020-01-09 10:55:01","１月８日（水）午後４時３０分ころ、若松区老松２丁目付近において、帰宅途中の高齢女性が徒歩で近付いて来た男に、携行していたバックをひったくられる窃盗事件が発生しました。女性に怪我はありませんでした。男は年齢２０から３０歳代位、身長１７５から１８０センチ位、黒色系の長袖上衣、チェック柄の長ズボンを着用していました。●バックは車道側と反対の方に持つ。●時々振り返るなど後方にも気を配りましょう。

配信者：若松警察署
お問い合わせ・情報提供先
093-771-0110
"
"発生","水巻町猪熊７丁目１５番","つきまとい事案","１月８日午後４時ころ","2020-01-09 12:02:01","１月８日午後４時ころ、水巻町猪熊７丁目１５番付近の道路上で、通行中の小学生男児が見知らぬ男からつきまとわれる事案が発生しました。男は年齢４０歳位、茶色ジャンパー、黒色ズボン、灰色マフラー、サングラスを着用しています。●危険を感じたら大声を出す●防犯ブザーを活用する●不審者を見かけたら直ぐに１１０番するなどしましょう。

配信者：折尾警察署
お問い合わせ・情報提供先
093-691-0110
"
"発生","東区香住ヶ丘６丁目","声かけ事案","１月９日午前７時５０分ころ","2020-01-09 17:57:01","　１月９日午前７時５０分ころ、東区香住ヶ丘６丁目において登校中の児童が空色の軽自動車に乗った見知らぬ男から「駅を知りませんか。」と声を掛けられる事案が発生しました。男は３０歳くらい、小太り、暗い色の服を着ていました。●少しでも「おかしいな」と感じたら無視してその場を離れる。●被害に遭ったらすぐに大人に相談する。●防犯ブザーを外から見えるように身に着ける●不審者対応の合言葉『いかのおすし』を復習するなど、お子さんと話し合ってみましょう。

配信者：東警察署
お問い合わせ・情報提供先
092-643-0110
"
"発生","八幡東区高見","声掛け事案","１月９日午後４時００分ころ","2020-01-09 18:19:01","１月９日午後４時００分ころ、八幡東区高見において、女子学生が歩いて帰宅していたところ、女子学生の前方から歩いてきた男から「肩を揉んじゃろうか」「こっちにおいで」等と声を掛けられる事案が発生しました。男の特徴は、年齢６０代、身長１６５センチメートルくらい、紺の帽子、眼鏡着用、紺のジャンバー、長ズボンを着ています。●身に危険を感じたら大きな声で助けを求め、すぐに１１０番通報しましょう●防犯ブザーを活用するなどしましょう●防犯アプリ「みまもっち」をインストールして活用するなどしましょう。

配信者：八幡東警察署
お問い合わせ・情報提供先
093-662-0110
"
"発生","嘉麻市岩崎","声かけ事案","１月９日（木）午後１時５０分頃","2020-01-10 09:11:01","１月９日（木）午後１時５０分頃、嘉麻市岩崎の路上で、小学生の女児２名が見知らぬ男から「あけましておめでとう」と何度も声をかけられ、女児がその場から逃げ出したところ、しばらく後をつけられる事案が発生しました。男は年齢２５歳から３０歳くらい、身長１６０～１６５センチメートルくらい、中肉、紺色パーカーを着用、白色マスクを顎に掛けており、色不明のキャップ帽を着用していたそうです。●知らない人にはついていかない●身に危険を感じたら大きな声を出す●防犯ブザーを持つことなど、お子さんと話し合いましょう。

配信者：嘉麻警察署
お問い合わせ・情報提供先
0948-57-0110
"
"発生","博多区内","ニセ電話詐欺事件","１月８日午後２時ころ","2020-01-10 09:54:02","１月８日午後２時ころ、博多区内の一般住宅に、市役所職員を名乗る男から「保険金が返ってくる。」等の電話があり、さらに金融機関職員を名乗る男に電話を変わり「令和になって通帳を切り替えないと通帳が使えなくなる。職員が取りに行く。通帳の暗証番号を教えて下さい。」等と言われ、自宅に訪ねてきた男に、通帳をだまし取られる詐欺事件が発生しました。●警察や金融機関が暗証番号を聞き出すことは絶対にありません●電話でお金は全て詐欺！●少しでもおかしいと感じたら、すぐに家族や警察に相談してください。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110
"
"発生","博多区博多駅東１丁目７番","ひったくり","１月９日午後９時ころ","2020-01-10 10:10:01","１月９日午後９時ころ、博多区博多駅東１丁目７番の路上で、自転車で帰宅中の女性がショルダーバッグをひったくられる事件が発生しました。犯人は、中肉、黒色上衣、黒色フルフェイス、黒色原付バイクに乗車の１名で、バイクで逃走しています。被害に遭わないためにも、●バッグは車道側と反対の方に持つ。●防犯ネットを活用する。●時々振り返るなど後方にも気を配りましょう。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110
"
"発生","早良区田村","不審電話","１月１０日午後１時ころから","2020-01-10 15:10:01","　１月１０日午後１時ころから、早良区田村の個人宅に、早良警察署の警察官を騙る男から「詐欺グループを捕まえた」「詐欺グループのリストの中にあなたの家族の名前があった」等という不審電話が複数架かってきています。●電話でお金はすべて詐欺！すぐに相談・１１０番！●まっ太フォン（ニセ電話詐欺被害防止機能付電話機）を活用しましょう。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110
"
"発生","早良区百道浜","声かけ事案","１月１０日午後１時ころ","2020-01-10 15:58:01","　１月１０日午後１時ころ、早良区百道浜の公園で、男が男児と女児に「かわいいね」「名前何？」「住所どこ？」等と声をかけ、写真を撮影するという事案が発生しました。男は、年齢３０歳代位、身長１７５センチ位で、黒縁メガネをかけ、黒色キャップ帽、金色と緑色のジャンパーを着用しています。保護者の方は、●不審者を見たら大声を出す。●防犯ブザーを活用するなど、お子さんと話し合っておきましょう。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110
"
"発生","博多区麦野６丁目１０番","声かけ事案","１月１０日午前９時ころ","2020-01-10 16:49:01","１月１０日午前９時ころ、博多区麦野６丁目１０番の道路上で、徒歩で通行中の女性が男から「おねえさん、何してるの、仕事何時まで？」等と声を掛けられる事案が発生しました。男は、年齢３０歳から４０歳くらい、身長１６０から１７０センチメートルくらい、色不明ジャンパー、オレンジ色ズボン、メガネ着用、黒色リュックを所持しており、その場から走って逃げています。●危険を感じたら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110
"
"発生","大野城市山田２丁目９番","声かけ事案","１月８日午後５時ころ","2020-01-10 16:57:01","１月８日午後５時ころ、大野城市山田２丁目９番付近の路上で、通行中の小学生女児が、見知らぬ男から、「担任の先生は誰？」等と声をかけられ、小学校名や学年を確認される事案が発生しました。男は、年齢５０歳くらい、カーキ色の上着、橙色系の長ズボン、橙色系の帽子を着用しており、黄色の軽快自転車を使用しています。●身に危険を感じたら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：春日警察署
お問い合わせ・情報提供先
092-580-0110
"
"発生","那珂川市王塚台１丁目","声かけ事案","１月１０日午前７時３０分ころ","2020-01-10 16:58:01","１月１０日午前７時３０分ころ、那珂川市王塚台１丁目付近で、通学中の小学生女児が、見知らぬ男から、「俺たい、俺たい」と声をかけられる事案が発生しました。男は、年齢３０歳くらい、黒色の上衣、サングラスを着用しており、黒色の車を使用しています。●身に危険を感じたら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：春日警察署
お問い合わせ・情報提供先
092-580-0110
"
"発生","久留米市中央町東側区域","声かけ事案","１月１１日午前２時ころ","2020-01-11 10:14:01","１月１１日午前２時ころ、久留米市中央町東側区域の道路上において、通行中の女性が、見知らぬ男から声をかけられ、つきまとわれる事案が発生しました。男は、年齢２０歳から３０歳位、身長１６０センチ位、やせ型、黒色短髪、めがねをかけています。●身に危険を感じたらすぐに１１０番通報しましょう。●防犯ブザーを活用するなどしましょう。

配信者：久留米警察署
お問い合わせ・情報提供先
0942-38-0110
"
"発生","早良区次郎丸、同区賀茂","不審電話","１月１１日午前９時ころ","2020-01-11 11:00:01","１月１１日午前９時ころ、早良区次郎丸、同区賀茂付近で、早良警察署の職員を名乗る男女から、「詐欺グループを捕まえ、注意喚起の電話をしています」「キャッシュカードを持っていますか」「家族構成を教えてください」等の不審電話が連続発生しています。●電話でお金はすべて詐欺！すぐに相談・１１０番！●ニセ電話を受けないよう、ニセ電話撃退機器を設置しましょう。●在宅時でも留守番電話設定にしておきましょう。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110
"
"発生","小倉北区中津口一丁目１１番","痴漢事案","１月１１日午前１１時ころ","2020-01-11 18:59:01","１月１１日午前１１時ころ、小倉北区中津口一丁目１１番の施設で、女性が男から体を触られる事案が発生しました。犯人は、年齢３０代、身長１７０センチ位、腕に白色ライン入りの黒色上衣、黒色ズボンを着用しています。●時々後ろを振り返って、警戒していることをアピールする。●危険を感じたら大声を出す。●防犯アプリ「みまもっち」をインストールして活用するなどしましょう。

配信者：小倉北警察署
お問い合わせ・情報提供先
093-583-0110
"
"発生","早良区","不審電話","福岡市","2020-01-12 09:14:01","福岡市早良区で、早良警察署の職員を騙る者から、「先ほど詐欺の犯人が捕まって、被害に遭ってないか。」等の不審電話が連続発生しています。その内１件は、来訪した男にキャッシュカードをだまし取られています。●電話でお金の話をされたらすべて詐欺です。●不審な電話があったときは、すぐに家族や警察に相談しましょう。

配信者：福岡県警察本部生活安全総務課
お問い合わせ・情報提供先
092-641-4141
"
"発生","小倉南区朽網東二丁目２７番","声かけ事案","１月１１日午後９時ころ","2020-01-12 09:27:01","１月１１日午後９時ころ、小倉南区朽網東二丁目２７番付近で、徒歩通行中の女性が普通乗用車に乗った見知らぬ男から「お姉さん、乗って」と声をかけられる事案が発生しました。男は、年齢３０歳代から４０歳代、黒色セダンタイプの車両に乗車していました。●危険を感じたら大声を出す。●防犯ブザーを活用する。●防犯アプリ「みまもっち」をインストールして活用するなどしましょう。

配信者：小倉南警察署
お問い合わせ・情報提供先
093-923-0110
"
"発生","八幡西区北筑二丁目９番路上","声かけ事案","１月１１日午後８時ころ","2020-01-12 09:36:01","　１月１１日午後８時ころ、八幡西区北筑二丁目９番付近路上で、帰宅中の女性が、見知らぬ男から「ずっと見てるぞ」「じゃあな」等と声をかけられる事案が発生しました。男は、年齢４０歳から５０歳位、身長１８０センチ位、中肉中背、暗い色のパーカー上衣、ジーパン、マスクを着用しています。●不審者を見たら大声を出して周囲に助けを求める。●すぐに１１０番通報する。●防犯ブザーを活用するなどしましょう。

配信者：八幡西警察署
お問い合わせ・情報提供先
093-645-0110
"
"発生","小倉北区黒原２丁目","けん銃発砲容疑事件","１月１２日","2020-01-12 14:48:02","１月１２日、小倉北区黒原２丁目で、けん銃の弾痕様の痕跡が発見されました。●目撃情報等があれば、情報提供をお願いします。

配信者：福岡県警察本部生活安全総務課
お問い合わせ・情報提供先
092-641-4141
"
"発生","飯塚市内","不審電話","１月１３日午後４時ころ","2020-01-13 20:33:01","１月１３日午後４時ころ、飯塚市内で、市役所職員を騙る男から「還付金の申請が切れている」等の電話があり、さらに銀行協会を騙る男から「還付金の申請手続きで電話した」「キャッシュカード番号と暗証番号を教えてほしい」等の不審電話が連続で発生しています。●電話でお金は全て詐欺！すぐに相談・１１０番！●一人で判断せず、家族や警察に相談しましょう。●「まっ太フォン」（迷惑電話防止機能付電話機）を活用しましょう。

配信者：飯塚警察署
お問い合わせ・情報提供先
0948-21-0110
"
"発生","嘉麻市飯田","公然わいせつ","１月１３日（月）午後７時半頃","2020-01-14 15:27:01","１月１３日（月）午後７時半頃、嘉麻市飯田の施設内で、男が女性に下半身を見せるという事案が発生しました。犯人は年齢６０歳から７０歳くらい、グレー色ニット帽、ベージュ色のマフラー、黒色上下の洋服、黒色リュックサックを背負い、両手に杖を所持しています。●不審者を見たら大声を出す●防犯ブザーや防犯アプリ「みまもっち」等を活用しましょう。

配信者：嘉麻警察署
お問い合わせ・情報提供先
0948-57-0110
"
"発生","城南区","不審電話","１月１５日午後２時ころ","2020-01-15 15:52:01","　１月１５日午後２時ころ、城南区の個人宅に、区役所職員を騙る女から「還付金がある」「銀行での手続きになるので、銀行から電話がある」等という不審電話が架かってきています。●電話でお金はすべて詐欺！すぐに相談・１１０番！●まっ太フォン（ニセ電話詐欺被害防止機能付電話機）を活用しましょう。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110
"
"発生","早良区百道浜３丁目","声かけ事案","１月１５日午後４時ころ","2020-01-15 18:09:01","１月１５日午後４時ころ、早良区百道浜３丁目付近において、女児が見知らぬ男から「名前は何て言うの」などと声をかけられる事案が発生しました。男は、年齢５０から６０歳位で、眼鏡、黒色キャップ帽子を着用しています。●見知らぬ人にはついていかない。●防犯ブザーを持つことなど、お子さんと話し合いましょう。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110
"
"発生","南区五十川１丁目１０番と南区横手４丁目１８番","ひったくり","１月１５日午後１０時ころ","2020-01-16 10:58:01","　１月１５日午後１０時ころ、南区五十川１丁目１０番付近と南区横手４丁目１８番付近の道路上で、自転車通行中の女性が前かごに入れていたバッグをひったくられる事件が発生しました。犯人は、黒色スクーターに乗車した男１名で、黒っぽい服装、黒色ヘルメットを着用しています。被害に遭わないためにも、●自転車の前かごにひったくり防止カバーを付ける。●携帯電話を使用しながら通行しない。●時々振り返るなど後方にも気を配りましょう。

配信者：南警察署
お問い合わせ・情報提供先
092-542-0110
"
"発生","博多区住吉４丁目２１番","ひったくり事案","１月１６日午前１時ころ","2020-01-16 11:38:01","　１月１６日午前１時ころ、博多区住吉４丁目２１番の道路上で、自転車で帰宅中の女性が自転車の前かごに入れていたトートバッグをひったくられる事件が発生しました。犯人は、黒色スクーターに乗った男１名で、黒っぽい服装、黒色ヘルメットを着用しています。被害に遭わないためにも、●バッグは車道側と反対の方に持つ。●携帯電話を使用しながら歩かない。●時々振り返るなど後方にも気を配りましょう。

配信者：博多警察署
お問い合わせ・情報提供先
092-412-0110
"
"発生","飯塚市鯰田","公然わいせつ事案","１月１５日午後９時ころ","2020-01-16 11:39:01","１月１５日午後９時ころ、飯塚市鯰田の道路上において、男が通行中の女性に、下半身を見せるという事案が発生しました。犯人は、年齢２０歳代から３０歳代位の男、身長１６５センチメートル位、やせ型、色不明の長ズボンを着用していました。●不審者を見たら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：飯塚警察署
お問い合わせ・情報提供先
0948-21-0110
"
"発生","１１月１２日","早良区声かけ、つきまとい事案解決","昨年お知らせしました","2020-01-16 15:21:01","　昨年お知らせしました、１１月１２日に西新４丁目９番付近で発生したつきまとい事案、１２月５日に百道３丁目１番付近で発生したつきまとい事案、１２月６日に百道２丁目１番付近で発生した声かけ事案、１２月７日に城西３丁目付近で発生した声かけ事案については、解決しました。情報提供や地域のパトロールなど、ご協力ありがとうございました。

配信者：早良警察署
お問い合わせ・情報提供先
092-847-0110
"
"発生","戸畑区菅原４丁目６番","声かけ事案","１月１６日午後３時３０分ころ","2020-01-16 19:04:01","１月１６日午後３時３０分ころ、戸畑区菅原４丁目６番の道路上で、徒歩で通行中の女児が、高齢の女性から「名前なに」「住所どこ」と声をかけられ自宅までつきまとわれる事案が発生しました。犯人は、年齢９０歳くらい、身長１５０センチメートルくらい、やせ型、紫色上着、杖を持った女性でした。●危険を感じたら大声を出して逃げる。●近くの大人の人に助けを求める。●知らない人にはついて行かない。●防犯ブザーを活用するなどしましょう。

配信者：戸畑警察署
お問い合わせ・情報提供先
093-861-0110
"
"発生","東区美和台２丁目及び雁","公然わいせつ事案","１月１６日午後５時ころ","2020-01-16 20:50:01","　１月１６日午後５時ころ、福岡市東区美和台２丁目及び雁の巣１丁目付近の路上で、黒色の車両に乗車した男が女子小学生に「車に乗ってかない。」と声をかけたり、「これ見てごらん。」と声をかけ、陰部を見せる事案が発生しました。犯人は、年齢３０～４０歳くらい、体格やせ型、黒色長袖上衣、チェック柄ズボン、眼鏡、黒色車両に乗車の男でした。●身に危険を感じたら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：東警察署
お問い合わせ・情報提供先
092-643-0110
"
"発生","南区柳河内２丁目","公然わいせつ事案","１月１６日午後４時３０分ころ","2020-01-17 16:35:02","　１月１６日午後４時３０分ころ、南区柳河内２丁目付近の道路上で、通行人に対して、男が下半身を見せる事案が発生しました。犯人は、黒髪短髪、大学生風、灰色のズボンを着用し、徒歩で逃走しています。●不審者を見たら大声を出す。●防犯ブザーを活用するなどしましょう。

配信者：南警察署
お問い合わせ・情報提供先
092-542-0110
"
